V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_12ciIDaWOZ9qTw3,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 11:45:27,2018-02-21 12:35:11,1,466,51150,1,90,1,6,4,4,6,5,3,4,1,2,6,2,2,4,4,2,4,5,4,4,5,4,2,2,6,4,6,6,4,3,4,4,5,5,4,4,3,5,4,5,2,6,4,5,3,4,4,4,2,5,5,1,2,3,3,3,7,7,3,4,6,3,4,5,5,4,4,5,2,4,3,4,6,5,6,5,3,5,1,4,5,1,7,4,4,4,4,4,4,2,4,4,5,5,5,7,3,7,7,2,4,3,3,3,3,7,6,7,7,6,6,2,19,Latina-Canadian,French,7,8,4,4,1,49.264007568359,-122.93690490723,-1,
R_1liXRugD3E1QkII,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 12:46:38,2018-02-21 13:51:40,1,467,96201,1,70,1,6,5,6,1,6,7,2,3,3,6,2,4,2,2,5,2,5,5,6,3,5,2,3,3,2,3,6,3,6,2,5,6,6,5,2,1,6,2,2,1,5,3,2,6,3,5,6,3,5,3,1,4,4,5,4,7,7,4,5,7,4,4,4,7,5,7,6,3,4,2,5,5,6,3,3,6,3,2,5,4,1,3,4,2,4,4,5,5,3,5,5,5,5,5,3,6,3,3,1,5,4,4,3,4,7,6,7,2,7,7,2,19,Canadian,Chemistry,11,8,8,8,3,49.264007568359,-122.93690490723,-1,
R_D97Jh149bqmmmdP,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 13:53:56,2018-02-21 14:27:03,1,468,35584,1,39,1,5,3,6,5,3,5,3,5,2,5,2,3,2,2,6,2,2,5,6,4,6,3,2,5,3,3,5,5,5,2,5,5,5,5,3,5,7,3,3,5,3,4,4,3,5,5,4,4,5,6,1,3,4,2,4,6,6,6,3,5,5,5,3,6,4,5,6,5,1,6,5,5,3,4,2,5,4,2,3,4,1,6,4,3,4,4,5,4,2,4,5,4,4,4,2,5,2,5,3,3,3,3,3,4,6,4,5,4,6,5,2,18,white,criminology,2,4,3,2,1,49.264007568359,-122.93690490723,-1,
R_RWYoFZgEpFgAexH,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 14:31:48,2018-02-21 15:20:55,1,469,29318,1,20,1,4,6,5,5,4,5,3,5,3,6,5,4,2,2,5,3,4,4,3,5,4,2,4,4,4,4,5,4,5,2,5,5,5,4,4,5,4,6,2,2,7,5,3,5,3,4,5,5,3,5,1,4,4,1,2,6,4,4,3,5,3,4,4,3,4,7,3,5,5,4,5,5,6,4,5,5,4,4,4,3,3,4,3,4,3,3,3,4,4,3,2,3,3,4,3,4,3,4,2,2,3,3,2,2,5,3,4,3,4,4,2,19,chinese,kinesiology,3,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_9NxvIFzYF4fTN2F,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 15:23:44,2018-02-21 16:54:41,1,470,10161,1,81,1,5,6,1,1,4,2,1,1,1,5,1,1,1,1,7,1,4,5,1,1,4,1,1,1,1,1,4,1,1,1,7,7,7,3,1,2,2,1,1,1,4,1,1,1,2,1,5,5,5,1,1,2,2,3,4,7,4,7,4,7,5,4,7,7,7,4,2,1,1,6,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,7,4,4,4,4,2,21,mixed minority,psych,1,4,1,5,4,49.264007568359,-122.93690490723,-1,
R_2QK9XSr9GsmeAPU,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-22 12:55:57,2018-02-22 13:15:37,1,473,78563,1,60,1,5,4,5,4,5,5,4,5,4,5,5,3,4,3,4,3,4,4,4,5,5,4,3,5,2,5,4,4,5,5,5,3,3,4,3,5,5,4,5,4,4,6,6,6,4,5,5,5,4,6,1,4,4,3,4,6,7,6,5,5,5,5,4,5,5,6,5,2,5,6,5,6,6,5,5,5,4,4,5,5,3,5,4,3,4,4,4,4,3,4,4,4,4,4,4,6,5,3,5,5,3,3,3,3,5,5,6,5,4,5,1,19,,Engineering,9,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_3npVyoJhPPXWBuY,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-27 12:09:25,2018-02-27 12:36:15,1,474,34733,1,49,1,3,5,3,3,5,4,2,4,3,5,3,3,3,3,5,2,3,3,2,5,3,3,4,5,3,2,5,3,3,3,5,5,5,4,2,6,7,3,5,7,2,7,5,6,4,4,5,5,6,6,1,3,4,3,4,6,6,5,6,6,4,5,5,4,4,6,5,5,4,6,6,6,6,6,4,5,5,3,5,6,6,5,3,2,3,4,4,4,3,2,3,4,3,3,3,3,4,5,3,4,4,4,3,3,5,4,4,4,4,5,2,19,Chinese,Interactive art and technology minor in psychology,3,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_2rSE4jgpvAdbY0n,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-27 12:29:13,2018-02-27 12:40:39,1,475,76519,1,61,1,5,5,3,6,3,3,5,2,2,5,3,3,2,2,5,2,1,3,3,3,5,2,3,3,2,3,5,3,2,1,5,5,5,3,2,4,5,4,2,1,2,2,2,5,5,5,3,3,2,5,1,3,4,2,3,5,6,4,5,4,5,5,3,3,4,5,2,1,2,3,7,5,5,3,3,5,2,2,2,3,2,5,2,4,3,3,4,3,3,3,3,4,3,4,3,4,4,5,4,4,4,4,3,3,6,5,6,3,6,3,2,21,caucasian,Kinesiology,15,3,3,4,1,49.264007568359,-122.93690490723,-1,
R_3dFeebvKQ9lWYfj,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-27 12:37:20,2018-02-27 13:23:12,1,476,09346,1,19,1,4,5,3,1,2,2,2,1,1,4,4,4,1,1,6,6,4,5,2,4,4,3,1,4,2,2,4,2,5,2,7,7,7,4,1,6,6,2,4,2,6,3,5,5,6,1,4,5,2,4,1,2,2,4,4,6,7,6,6,6,7,6,4,6,5,7,5,5,6,6,7,4,5,4,4,3,4,5,6,6,2,7,3,4,3,5,5,4,3,5,5,5,5,4,7,7,3,5,5,2,4,4,3,2,7,6,3,4,6,2,2,18,Caucasian ,Criminology,7,3,2,2,3,49.264007568359,-122.93690490723,-1,
R_Y4gCeHHsK277kn7,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-27 12:56:23,2018-02-27 13:30:24,1,477,78690,1,60,1,5,6,4,5,3,5,5,5,1,5,5,5,5,2,2,4,7,3,5,4,4,2,5,5,3,5,5,5,3,5,5,5,5,5,1,6,3,3,3,5,3,3,4,3,4,3,4,4,3,5,1,3,3,3,3,5,4,3,5,5,4,3,4,3,3,5,4,4,3,3,5,4,4,4,3,4,4,4,3,4,4,4,3,3,2,3,4,3,4,3,3,3,2,3,3,4,5,5,4,4,2,2,2,2,3,4,4,4,5,5,1,18,chinese,criminology,4,3,2,3,1,49.264007568359,-122.93690490723,-1,
R_2QEVkhtLMxNUbX0,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-20 14:15:22,2018-02-20 14:15:42,0,456,71906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3HjIatmybJoiqDQ,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-27 13:25:34,2018-02-27 14:48:52,1,478,44847,1,50,1,7,3,5,2,5,5,3,5,2,6,1,1,3,1,1,1,6,1,1,4,5,1,1,4,1,6,6,5,5,1,5,4,4,5,3,7,7,4,5,2,5,7,7,4,3,7,3,5,6,6,1,4,5,2,2,7,7,7,1,6,4,6,3,3,2,6,5,1,5,7,7,5,2,2,5,3,1,2,4,5,1,1,3,2,5,4,4,3,2,3,5,5,5,5,4,5,4,5,4,4,4,3,3,3,6,5,7,4,6,5,2,18,Asian,undecided,7,4,4,4,2,49.264007568359,-122.93690490723,-1,
R_24O6T0mNiyoYu4Z,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-27 13:31:32,2018-02-27 15:13:31,1,479,62091,1,71,1,5,3,3,2,3,6,5,4,3,5,5,2,3,4,5,5,4,4,2,4,4,3,3,5,3,2,4,5,3,4,5,5,3,3,2,5,6,3,2,3,2,5,5,5,6,5,3,5,3,5,1,3,3,2,4,5,6,5,5,6,5,5,6,5,4,5,5,3,3,5,4,5,5,4,2,3,3,4,4,5,3,5,4,4,4,3,4,4,2,4,4,4,4,4,6,6,2,6,2,5,4,3,4,3,6,5,3,3,5,2,1,19,White/European,Business,15,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_9nMGJMucdYjuvol,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-27 14:49:31,2018-02-27 15:40:44,1,480,89679,1,40,1,6,6,3,2,6,4,3,4,1,6,4,6,2,2,6,3,4,6,2,4,6,1,1,2,2,2,3,3,6,2,6,6,6,2,2,5,6,2,3,2,3,4,4,6,6,4,4,4,3,6,1,3,4,3,4,6,5,5,5,5,6,6,4,5,6,3,5,2,4,3,5,5,4,7,7,2,5,2,1,3,1,6,4,5,4,4,5,4,3,3,3,3,3,4,5,7,4,6,3,5,4,3,3,3,5,4,2,3,3,2,2,19,Indian,Criminology,9,2,1,2,3,49.264007568359,-122.93690490723,-1,
R_1pWkZMiOhmVLudG,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-27 15:42:05,2018-02-27 16:56:25,1,481,65857,1,71,1,5,6,3,2,5,5,2,5,1,5,3,5,3,1,2,5,4,5,5,5,5,2,3,5,4,3,2,3,5,2,3,5,5,3,2,1,5,5,3,2,2,6,5,5,5,5,4,3,1,5,1,4,4,4,3,7,6,5,4,5,3,5,5,5,5,6,2,1,2,5,4,5,4,5,4,2,1,2,3,3,1,6,2,3,2,2,2,3,4,4,4,4,4,5,2,5,7,4,2,6,3,4,3,4,6,5,5,5,4,3,1,19,Canadian,Arts,14,2,3,3,1,49.264007568359,-122.93690490723,-1,
R_9XgKulNkCG0kPsJ,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-27 16:10:50,2018-02-27 17:01:52,1,482,96897,1,25,1,6,5,3,2,3,3,4,4,3,5,2,4,3,2,4,3,3,4,3,3,5,2,4,4,2,4,4,3,5,3,5,6,6,4,2,5,5,4,3,4,4,4,4,5,5,5,4,4,3,5,1,3,4,3,4,6,6,4,5,3,5,4,4,4,3,5,4,2,2,4,3,5,4,5,4,4,4,2,4,3,3,4,3,3,3,4,4,4,2,4,3,4,4,4,2,6,4,6,2,5,3,3,3,2,4,6,4,5,4,3,2,19,Biracial,Criminology,7,4,3,4,1,49.264007568359,-122.93690490723,-1,
R_DiwxhbSD32IqWDn,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-27 17:02:46,2018-02-27 17:46:11,1,483,38208,1,60,1,6,7,1,3,3,5,5,5,2,6,2,3,2,2,2,4,3,4,3,3,4,1,2,2,2,5,4,2,4,2,5,5,5,3,3,4,3,3,5,2,4,3,3,4,6,3,5,5,4,3,1,2,2,3,4,7,5,5,5,6,5,7,3,6,5,5,4,2,4,5,3,5,2,3,5,7,3,2,3,3,2,5,4,4,5,4,4,5,4,3,4,4,4,4,6,5,5,6,4,2,4,4,3,3,5,3,4,3,5,5,2,19,East-Asian,BISC,2,2,3,8,1,49.264007568359,-122.93690490723,-1,
R_28V9gM5eziFlTfU,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 10:51:26,2018-02-28 11:15:50,1,484,12675,1,70,1,6,6,6,2,5,2,3,6,3,5,5,3,2,2,5,5,4,5,2,6,5,4,1,5,4,3,4,5,5,4,5,6,6,4,2,5,5,5,4,5,4,6,5,6,6,6,5,5,3,5,1,3,3,3,4,5,6,6,7,5,5,5,5,4,4,6,5,4,6,5,6,6,6,6,4,4,3,4,4,3,3,5,4,4,4,3,4,3,4,5,4,5,5,4,4,6,6,6,4,4,3,3,3,3,5,5,5,3,6,4,1,20,White,"Art, Performance & Cinema Studies",9,2,2,4,1,49.264007568359,-122.93690490723,-1,
R_vGF6topcGAOJUbv,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 11:16:50,2018-02-28 12:22:51,1,485,75079,1,60,1,4,6,5,5,3,2,4,4,2,5,1,2,3,1,6,4,3,2,2,2,5,1,2,5,2,1,5,4,2,2,5,6,5,2,2,5,5,2,2,1,2,3,2,2,4,2,6,4,3,5,1,3,4,4,2,7,7,7,5,5,6,5,3,2,2,3,5,1,7,1,3,5,2,5,2,5,4,2,3,6,1,6,1,5,4,3,5,2,5,4,1,2,4,3,5,2,3,6,2,5,3,1,3,2,6,5,3,2,5,5,2,18,canadian-half european half indian,undecided business major,12,3,3,9,1,49.264007568359,-122.93690490723,-1,
R_1n0Ccg8DdhJe8Z6,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 12:24:08,2018-02-28 13:17:23,1,486,67752,1,83,1,4,3,5,2,5,1,2,5,1,5,4,4,1,2,7,3,1,6,3,6,5,4,4,4,5,1,5,6,3,2,7,7,7,4,1,5,6,5,4,3,2,5,5,4,5,4,6,2,4,6,1,2,2,3,4,7,7,7,3,6,5,1,5,6,5,7,6,4,5,4,5,7,7,7,5,7,4,2,7,3,1,6,3,5,3,4,5,5,4,5,3,5,5,5,7,6,7,5,2,3,4,4,3,4,5,3,3,5,5,5,2,19,indian,criminology,8,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_xmGSAPCt4NZaJfH,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 13:18:12,2018-02-28 13:53:10,1,487,85564,1,40,1,4,6,2,2,5,1,2,5,2,4,4,3,3,2,5,2,3,4,1,5,4,2,1,4,4,1,4,4,4,3,4,6,6,4,2,5,5,1,1,2,4,5,4,5,6,6,5,2,3,4,1,3,3,3,3,6,7,5,5,6,6,6,4,5,2,5,5,3,5,6,6,4,3,6,3,3,1,1,4,7,5,7,4,3,4,3,4,4,5,3,3,3,3,4,1,6,2,7,3,4,4,3,4,3,7,5,2,2,4,4,2,18,Caucasian ,Criminology,14,3,8,8,1,49.264007568359,-122.93690490723,-1,
R_1PaPYRlfq0lEtEb,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 13:54:33,2018-02-28 14:27:07,1,488,22477,1,30,1,7,5,4,6,5,3,3,3,2,4,5,4,3,5,6,3,3,3,5,6,5,3,4,3,4,3,5,5,5,3,5,4,5,4,3,4,5,5,3,4,5,4,3,4,5,5,4,4,3,4,1,3,4,2,2,3,7,4,4,5,5,4,4,4,4,5,5,5,5,5,4,5,3,3,4,3,4,3,4,4,2,3,4,3,3,2,4,3,3,4,4,5,4,5,4,5,3,4,5,4,3,4,3,3,4,5,4,5,3,5,1,20,,business,6,4,4,2,1,49.264007568359,-122.93690490723,-1,
R_3JklkAeyhcyRIRd,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 14:28:00,2018-02-28 15:07:52,1,489,56856,1,40,1,7,5,7,1,5,3,2,5,3,3,4,3,2,4,5,5,2,4,2,3,6,2,3,3,5,2,6,6,7,3,5,4,5,2,2,7,5,7,3,7,5,5,7,7,7,5,6,3,3,7,1,2,5,3,5,7,7,7,6,7,7,7,6,7,3,6,7,1,5,6,7,5,6,5,2,7,1,3,4,6,1,3,5,5,4,3,5,4,1,5,5,5,5,5,4,7,7,5,1,4,4,2,3,2,5,5,3,3,6,5,1,24,Indian,Psychology,15,4,2,4,1,49.264007568359,-122.93690490723,-1,
R_1qWZwYslOt9ef4E,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 15:08:41,2018-02-28 16:55:26,1,490,30186,1,50,1,4,5,4,3,4,3,2,4,2,3,2,2,2,4,6,4,5,3,4,3,5,3,4,2,5,3,5,5,4,3,5,4,5,5,2,6,6,4,5,4,3,5,5,4,5,5,6,6,5,6,1,4,4,4,4,4,7,5,5,5,5,5,4,5,4,5,4,3,4,5,4,6,5,5,4,5,2,2,4,5,2,6,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,3,3,2,2,5,5,4,5,4,4,2,21,Asian,Psychology,8,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_3rDTgHe0KvjMtaN,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-28 16:56:19,2018-02-28 17:24:15,1,491,56689,1,40,1,5,5,5,3,5,2,3,5,2,5,5,3,2,3,5,3,5,3,3,2,4,2,5,3,2,5,4,4,5,4,6,5,5,4,3,5,4,3,4,3,5,4,4,4,3,4,5,5,4,5,1,3,4,3,4,4,7,4,4,5,3,5,5,4,5,5,6,3,2,3,5,3,6,3,4,3,3,1,4,4,2,4,3,2,4,4,3,4,3,4,3,5,5,4,3,4,4,7,3,4,3,4,3,2,6,6,4,5,5,4,2,20,Asian,Economics,,4,4,3,1,49.264007568359,-122.93690490723,-1,
R_80riPgglcwKWx9v,Default Response Set,Anonymous,,,142.58.41.202,0,2018-02-21 16:56:24,2018-02-21 18:32:04,0,471,11231,1,60,1,5,5,4,3,3,2,4,5,4,5,3,3,4,2,4,5,3,3,4,4,5,5,4,5,5,3,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3g744c6BBBnFbNT,Default Response Set,Anonymous,,,142.58.41.232,0,2018-02-22 12:21:42,2018-02-22 12:55:39,0,472,47485,1,60,1,5,5,4,3,4,3,4,4,2,5,2,4,3,2,5,4,4,4,3,4,4,3,4,4,2,4,5,4,4,2,5,4,5,4,3,4,5,4,2,3,4,4,3,3,4,4,4,5,4,4,1,2,3,3,3,5,4,4,4,5,4,4,5,4,4,3,4,2,3,3,5,5,4,5,4,4,4,2,4,4,4,4,3,4,2,3,3,4,4,3,3,3,3,3,4,6,4,4,3,4,4,4,4,4,4,5,4,4,4,4,,,,,,,,,,,,-1,
R_28BpxzC3h3plWba,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-02 13:20:02,2018-03-02 13:43:23,1,492,78386,1,39,1,6,4,6,2,4,3,4,5,4,5,5,3,4,4,5,3,4,4,4,4,5,5,4,4,4,2,4,5,5,4,5,5,5,4,3,7,6,5,4,5,5,6,3,4,5,3,5,5,4,6,1,3,4,3,4,6,7,4,3,5,5,5,4,5,5,5,4,2,6,2,5,5,5,4,5,5,3,4,5,5,3,5,3,3,4,4,4,4,3,4,2,4,4,4,5,2,3,4,5,3,2,3,3,3,6,5,4,4,6,5,2,18,Iranian,hsci-population,8,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_3EVWgr5mVzMY08t,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-02 13:46:13,2018-03-02 14:22:37,1,493,43445,1,80,1,5,4,2,2,4,5,3,2,3,5,2,4,2,3,5,3,2,4,2,5,5,4,3,5,2,2,4,5,4,4,5,5,6,3,2,5,5,5,2,4,2,5,5,4,5,5,4,5,4,3,1,2,4,3,4,5,6,5,4,6,6,6,6,5,6,5,6,4,6,6,5,5,5,5,5,4,3,3,6,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,5,6,5,6,4,4,4,4,3,3,5,5,3,3,4,3,1,28,persian,Kinesiology,10,2,3,5,1,49.264007568359,-122.93690490723,-1,
R_2WOLuO5aUNZWthf,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-06 13:08:32,2018-03-06 13:36:21,1,495,60910,1,70,1,6,6,4,3,4,2,2,5,1,4,4,4,3,2,5,2,4,5,2,4,6,4,2,3,4,2,5,4,5,3,5,5,6,5,2,5,5,4,5,4,5,5,5,5,6,4,6,7,6,5,1,4,4,2,3,7,7,6,2,4,3,7,5,7,6,7,4,2,3,2,6,6,5,5,4,5,4,3,4,3,1,6,1,5,5,5,5,5,2,5,3,5,5,5,7,7,3,5,1,3,4,4,4,4,7,7,6,5,6,5,2,18,korean,health sciences,7,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_3CUtPfMUF034TJs,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 12:11:20,2018-03-06 13:37:48,1,494,19991,1,25,1,5,4,5,2,2,1,2,3,1,5,2,2,2,1,5,2,6,2,3,3,4,3,2,2,2,1,4,2,4,1,6,5,6,1,1,2,2,1,2,1,4,1,4,4,6,6,5,1,1,2,1,1,3,5,4,7,3,5,1,6,7,7,4,7,6,2,7,4,4,3,5,4,2,6,3,5,4,1,2,2,1,3,5,3,4,5,5,5,3,4,4,3,2,5,5,7,6,3,4,4,4,4,3,3,2,2,2,1,1,1,1,19,Indian,Criminology,12,2,3,4,1,49.264007568359,-122.93690490723,-1,
R_RWFz8inOxwQInN7,Default Response Set,Anonymous,,,142.58.41.208,0,2018-03-06 13:25:42,2018-03-06 14:21:56,1,496,27813,1,50,1,6,6,2,6,5,1,4,2,2,5,2,2,1,2,4,4,4,5,3,3,4,2,4,5,2,3,2,2,2,2,5,3,4,4,2,6,6,4,2,2,2,6,5,6,5,5,4,4,4,6,1,2,2,2,3,7,7,6,6,6,3,5,6,5,4,5,2,1,5,1,6,5,5,5,5,4,1,4,4,3,1,6,2,5,5,1,4,4,1,4,4,5,5,4,4,4,4,4,4,4,4,2,3,3,5,3,3,3,3,3,2,22,Chinese/Vietnamese,Linguistics,6,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_xDio3f03bU1Zrr3,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 13:38:37,2018-03-06 14:55:00,1,497,73070,1,92,1,7,2,5,2,2,3,6,5,4,6,4,2,5,5,3,3,3,3,4,4,4,5,5,5,4,5,4,5,6,4,6,4,5,4,2,5,5,5,5,5,5,4,5,4,4,5,5,5,6,5,1,4,4,3,3,7,7,7,3,3,7,7,2,3,3,7,6,2,3,2,6,6,6,6,4,4,4,6,7,7,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,4,4,4,4,4,5,4,5,4,5,3,2,26,Asia,Mathmatics,10,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_TpgMCv9L0vyOPCN,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-06 13:59:12,2018-03-06 15:12:03,1,498,75634,1,61,1,5,6,3,2,2,5,2,2,3,5,2,2,1,6,5,4,1,3,1,2,5,3,1,5,2,3,3,2,5,2,6,6,6,2,2,5,6,3,1,1,2,2,2,5,2,2,6,2,5,5,1,2,2,4,4,7,6,4,3,5,5,5,4,6,6,5,5,1,5,5,5,5,6,6,6,5,5,2,2,6,3,7,3,5,4,4,4,4,4,4,4,3,3,4,6,6,6,7,4,4,4,4,3,3,5,5,5,3,3,3,2,20,Caucasian (Eastern European),Criminology ,8,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1hWsOrlHftlZj24,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 15:08:15,2018-03-06 15:46:52,1,499,56111,1,71,1,5,6,2,2,3,3,2,2,1,6,1,3,2,1,7,3,5,3,1,1,5,2,2,2,3,1,3,2,4,1,7,6,7,2,1,5,3,2,2,1,7,2,5,6,5,3,4,6,5,3,1,1,4,2,5,7,7,4,7,3,7,3,5,4,5,6,2,1,2,5,6,3,3,5,6,5,4,1,3,3,2,6,2,4,5,2,5,5,5,4,4,4,4,4,3,6,6,5,4,4,4,4,4,3,5,6,6,2,3,7,2,20,Sri Lankan,Criminology ,4,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_3fGDwcxfzYV6AQ8,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 15:55:00,2018-03-06 16:11:39,1,501,89267,1,92,1,5,6,5,4,4,7,7,4,3,4,5,5,5,4,4,4,5,4,6,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,4,5,3,3,4,5,4,4,4,4,4,3,4,4,1,3,3,4,4,4,4,4,5,3,5,4,4,4,5,4,4,5,4,5,3,4,4,4,4,4,3,4,4,5,5,3,3,3,4,3,3,3,4,3,4,4,3,3,5,4,4,5,5,4,3,2,2,3,4,5,4,5,4,4,2,18,chineses,iat,2,4,3,4,3,49.264007568359,-122.93690490723,-1,
R_3krdkVqN6GU861b,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-06 15:25:01,2018-03-06 16:27:56,1,500,75344,1,25,1,6,6,6,2,5,2,2,4,2,6,2,2,2,3,6,2,1,4,2,5,5,2,1,5,2,1,5,4,3,2,6,4,5,3,2,3,5,4,4,2,4,3,5,5,6,6,5,5,6,5,1,2,3,4,4,7,5,5,4,5,5,5,6,5,5,5,2,1,3,4,6,5,6,6,3,4,2,2,3,3,2,6,1,2,3,3,4,4,4,3,2,3,4,5,5,5,4,4,3,4,4,4,2,3,5,5,2,3,3,3,1,19,Filipino,Business,15,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_2z6E0QlMb3gAsk1,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 16:12:59,2018-03-06 16:37:28,1,502,09523,1,10,1,4,5,5,2,6,2,2,4,3,3,2,2,5,2,5,7,2,5,2,4,6,3,2,5,4,1,6,6,5,3,6,6,5,5,2,6,6,4,2,2,2,5,4,4,6,5,5,1,3,4,1,4,5,5,2,7,7,6,6,5,6,6,3,3,3,7,3,2,4,5,5,7,6,6,2,2,1,2,4,4,3,5,5,4,4,2,5,4,4,5,3,5,5,5,4,7,3,6,2,4,3,3,3,3,7,6,3,3,5,5,2,19,Punjabi,Psychology ,15,2,2,5,1,49.264007568359,-122.93690490723,-1,
R_yDTRFKKK1Jpr5sJ,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-06 16:28:39,2018-03-06 17:01:47,1,503,50009,1,30,1,3,5,4,4,3,3,3,3,3,3,2,1,4,2,3,3,5,3,4,5,4,3,4,4,5,4,4,3,4,4,4,4,4,4,4,4,5,3,5,3,4,5,5,5,5,5,5,4,4,3,1,3,3,3,3,5,6,4,4,4,2,4,4,4,4,4,1,1,4,2,3,5,5,4,4,5,4,4,4,5,3,5,3,3,3,2,3,3,3,3,4,5,5,4,6,6,2,6,2,4,3,3,3,3,5,5,4,4,5,4,2,18,Asian ,Crim ,5,3,3,3,4,49.264007568359,-122.93690490723,-1,
