V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,cond,pid,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_5mu1XnlRxdNkoyR,Default Response Set,Anonymous,,,142.58.41.232,0,09/03/2018 14:43,09/03/2018 15:13,1,1,521,10708,1,30,1,6,4,5,2,6,2,2,7,2,7,5,2,1,2,5,4,2,4,4,4,5,1,1,2,2,2,5,2,3,1,6,5,6,2,1,2,3,2,2,1,2,2,4,2,6,6,4,4,2,1,1,3,4,4,4,7,7,7,7,7,6,6,6,5,5,7,7,1,4,7,7,6,5,6,6,7,4,1,2,5,1,7,5,5,5,3,5,5,5,1,1,5,5,5,5,6,5,3,2,2,4,4,4,4,6,5,6,5,6,5,2,18,"japanese, brazilian",business,5,4,3,5,1,1
R_SQ7ePb2fPhfBtBf,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 12:04,13/03/2018 12:27,1,1,522,92610,1,20,1,6,6,3,2,4,3,4,3,2,7,3,2,2,2,6,2,2,3,1,3,2,1,1,5,2,5,2,2,6,3,6,7,7,5,1,5,5,5,3,5,3,6,5,3,6,7,3,6,6,5,1,3,2,4,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,6,5,5,5,5,5,6,3,1,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,3,3,3,4,4,4,4,4,5,5,5,2,5,3,2,22,Canadian born Chinese,Psychology,2,3,4,4,1,1
R_DTZclzon0jc3fdT,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 12:25,13/03/2018 12:44,1,2,523,59332,1,35,1,6,4,2,2,5,6,4,2,2,5,2,2,3,2,5,2,7,1,2,1,5,2,2,3,1,5,2,2,4,2,6,4,5,3,1,4,5,3,3,4,5,4,3,6,5,4,5,2,3,5,1,2,2,4,3,7,7,7,5,6,5,6,5,4,5,4,4,4,3,5,5,5,3,4,5,5,1,2,6,2,1,2,3,3,4,3,5,5,5,5,4,5,5,5,2,6,2,7,3,5,3,3,3,3,5,3,3,1,6,2,2,18,Chinese,Psychology,3,8,8,8,1,1
R_3NEgTiSvPJypgTs,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 12:38,13/03/2018 13:14,1,1,524,30449,1,25,1,5,5,3,2,4,1,3,4,3,4,5,3,2,3,5,4,3,5,4,5,4,4,2,3,5,2,5,3,3,2,5,5,5,3,2,5,5,4,4,3,3,5,3,5,4,4,3,5,4,5,1,3,4,4,4,6,4,5,4,6,7,5,5,5,5,3,7,4,5,4,4,4,5,5,5,5,3,3,4,5,2,5,4,4,5,4,4,4,4,2,4,3,2,3,3,6,5,4,5,6,3,3,4,2,3,2,1,5,2,3,1,18,Canadian-Vietnam,Psychology ,2,3,2,4,1,1
R_22n8f0xW0mtwYww,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 12:45,13/03/2018 13:26,1,2,525,87253,1,52,1,5,4,3,3,4,5,4,4,3,4,5,4,3,3,5,4,4,4,5,4,5,4,4,3,3,3,4,4,4,4,5,5,5,4,3,3,5,3,3,2,3,6,5,3,4,5,4,2,1,3,1,2,4,3,2,6,6,4,2,6,5,2,7,2,2,3,3,1,4,2,4,4,4,4,4,4,3,4,4,4,5,4,2,4,4,3,3,4,2,3,2,4,4,4,1,7,7,5,4,4,3,3,3,3,3,3,3,3,3,4,1,20,indo-canadian,business,2,5,5,3,2,1
R_8qXmO36YtTufl9n,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 13:16,13/03/2018 14:17,1,2,526,11789,1,40,1,6,7,5,1,6,1,4,2,2,6,2,4,2,1,5,1,2,4,2,5,7,2,2,4,5,1,4,5,5,2,6,5,6,2,1,6,6,5,3,1,4,6,4,4,4,3,4,3,4,6,1,1,2,5,5,7,7,7,7,7,5,7,7,6,7,7,5,1,7,5,5,5,1,6,6,5,4,5,1,2,1,7,2,5,5,4,5,5,4,5,4,1,4,4,7,6,2,5,2,2,4,4,3,3,6,5,1,1,1,2,1,21,Filipino,Criminology,14,2,1,4,1,1
R_3HpGpxv41lSM2ZT,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 14:18,13/03/2018 14:48,1,2,527,19212,1,10,1,6,7,5,2,4,6,3,3,2,6,3,2,1,2,5,3,6,5,2,5,6,4,2,5,2,1,6,5,6,2,6,6,6,2,1,7,5,2,6,1,4,6,6,5,7,3,7,6,5,7,1,4,4,4,5,7,7,5,6,4,6,6,3,5,7,2,5,1,5,7,6,6,5,5,4,6,4,3,5,3,3,6,4,4,5,5,4,4,4,5,4,5,5,5,3,7,2,7,1,4,4,3,3,3,6,6,1,2,5,1,2,18,Indian,Business,9,2,1,4,3,1
R_1ghlfgi8uQXjzjm,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 14:49,13/03/2018 15:15,1,1,528,28733,1,72,1,5,3,5,3,5,2,4,3,1,6,5,3,1,3,5,5,2,5,3,3,4,4,3,5,2,2,4,3,5,2,5,5,5,4,4,3,5,5,4,3,3,4,4,4,5,6,5,5,5,4,1,3,3,4,4,7,7,5,7,6,7,4,6,7,4,7,5,4,5,5,6,6,6,6,6,5,5,3,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,2,5,4,3,3,2,5,4,4,3,4,3,2,18,punjabi,international studies,11,2,2,2,1,1
R_2rxzabZDihWms3M,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 15:16,13/03/2018 15:39,1,2,529,14354,1,50,1,2,4,2,5,5,5,4,3,4,5,3,3,4,3,5,4,4,4,4,3,4,3,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,5,4,4,5,4,1,3,3,4,4,6,6,5,2,5,5,4,4,4,4,4,4,2,3,5,3,5,5,4,5,4,4,2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,3,3,3,3,5,5,5,5,5,5,2,18,asian,criminology,1,8,8,8,1,1
R_2CJOP6xLVG9V63F,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 15:27,13/03/2018 16:15,1,2,530,38498,1,93,1,5,2,6,5,5,3,2,5,4,4,2,2,2,5,3,7,2,5,7,6,3,5,7,5,2,5,5,5,6,5,1,1,1,7,6,5,5,2,5,2,1,5,6,4,5,7,4,4,2,5,1,5,5,3,4,7,7,5,7,6,5,6,4,5,4,6,6,2,2,4,7,7,6,4,5,5,1,2,3,5,5,7,3,4,4,1,4,4,5,4,3,5,5,5,7,7,5,7,5,4,1,1,3,3,7,7,7,6,7,7,2,18,European- white,criminology,9,7,7,7,2,1
R_3lXPR2zgiphvvNe,Default Response Set,Anonymous,,,142.58.41.232,0,13/03/2018 15:40,13/03/2018 16:27,1,1,531,49321,1,20,1,6,6,5,2,4,3,3,4,2,6,5,4,2,2,6,2,4,4,2,4,6,4,2,4,4,2,5,2,5,2,6,6,6,2,2,4,4,2,3,2,5,4,5,5,6,3,5,5,6,3,1,2,4,4,4,5,5,5,5,5,6,5,5,4,6,4,6,4,4,5,6,3,3,6,6,5,4,2,5,4,3,5,4,4,5,4,5,4,5,2,3,3,2,3,4,7,2,5,1,4,4,4,3,3,4,4,2,1,5,2,2,19,Chinese and German mix,Political Science,10,3,2,2,1,1
R_eEVp7mqHVIak6t3,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 16:17,13/03/2018 16:48,1,1,532,84984,1,75,1,7,5,4,3,4,2,4,4,1,4,1,4,3,2,5,3,4,5,1,4,4,3,1,3,4,2,4,3,5,2,7,7,7,1,1,3,4,2,4,1,4,5,4,5,5,4,5,5,6,4,1,3,4,3,5,6,6,6,4,7,6,6,6,7,5,7,5,2,7,6,6,7,6,7,6,7,4,2,4,3,4,7,3,2,5,4,5,5,4,4,5,4,4,5,4,5,4,4,2,4,4,4,4,4,6,6,3,5,4,5,2,19,European,Psychology,6,2,2,2,1,1
R_3PFeFOTL8f6QZL1,Default Response Set,Anonymous,,,142.58.41.208,0,13/03/2018 16:24,13/03/2018 16:38,1,2,533,52972,1,10,1,4,3,3,3,2,3,3,3,3,5,2,3,3,3,4,4,3,2,4,4,4,2,2,4,2,3,5,4,4,5,5,5,4,5,3,6,5,4,6,5,3,5,5,5,5,5,4,5,5,4,1,4,4,4,3,6,7,4,5,5,5,4,4,5,6,4,5,3,4,5,6,5,6,6,5,5,5,4,5,6,6,6,4,4,5,4,4,5,4,4,4,5,5,5,2,6,4,4,6,4,3,3,2,2,3,3,3,3,3,4,2,19,Chinese,Education,9,5,5,5,3,1
R_tMQjjev15ytOeqt,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 16:48,13/03/2018 17:21,1,1,534,27136,1,65,1,6,5,5,3,5,3,4,4,3,5,5,4,5,2,6,3,3,5,3,4,6,5,2,5,5,3,4,5,5,3,5,5,6,3,2,6,5,4,3,3,3,5,3,6,5,3,5,5,4,5,1,3,4,4,4,5,5,4,4,5,3,5,5,4,4,5,4,2,3,4,5,5,3,6,5,5,3,2,5,4,2,5,4,4,3,3,4,4,4,3,3,3,3,4,6,6,4,5,2,4,3,3,3,3,5,4,5,3,5,3,2,18,Taiwanese,General Science Double Minor,1,2,2,4,1,1
R_1hGMjQjhQdiFLOL,Default Response Set,Anonymous,,,142.58.41.202,0,13/03/2018 17:22,13/03/2018 17:53,1,2,535,74669,1,42,1,6,4,5,2,4,3,3,4,3,4,5,6,2,1,6,4,4,3,3,3,4,3,4,6,5,2,4,5,4,1,5,5,5,2,1,5,4,4,4,4,3,4,4,4,4,4,5,4,5,3,1,4,3,3,4,6,6,5,6,5,5,5,4,4,4,6,5,2,4,5,6,6,5,6,5,5,4,4,5,5,1,6,3,3,3,3,3,3,3,3,3,3,3,3,4,6,2,5,4,4,3,3,4,4,5,6,5,3,5,3,1,20,"White, Metis",Criminology,1,3,2,5,4,1
R_1ey3SSA32TuXwDF,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 10:47,14/03/2018 11:18,1,1,536,40085,1,73,1,5,5,2,3,5,7,1,2,5,5,2,5,1,3,3,6,2,3,3,2,5,6,5,5,2,3,4,3,5,3,2,2,3,3,5,6,7,6,6,6,2,7,5,6,5,6,5,5,5,6,1,1,4,5,4,6,6,5,7,6,6,5,3,5,3,7,5,1,6,5,6,5,5,3,4,6,3,4,4,5,2,7,5,3,2,5,5,5,4,5,5,5,5,5,6,4,7,3,1,4,3,3,2,3,4,5,2,1,5,3,1,18,South East Asian,Biomedical Physiology and Kinesiology,13,5,5,6,2,1
R_2wiqprl1yfn8xp6,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 11:22,14/03/2018 11:43,1,2,537,61497,1,63,1,6,5,3,3,5,3,3,5,2,6,2,3,3,2,5,3,5,3,6,2,4,2,2,3,2,3,5,3,3,2,6,6,6,3,2,5,2,2,2,2,5,2,2,5,3,2,6,5,5,3,1,2,4,4,4,5,6,3,5,5,5,5,6,5,6,5,5,4,5,5,5,3,3,5,5,5,5,2,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,3,3,4,3,4,3,5,5,2,3,3,3,2,17,Indo-Canadian,Psychology,9,2,2,2,3,1
R_5APCuZmSZpkGeBz,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 11:44,14/03/2018 13:11,1,2,538,93479,1,95,1,5,5,3,3,4,2,3,2,3,3,3,2,4,3,7,4,2,5,2,5,3,5,3,5,2,2,5,5,5,6,5,5,6,2,2,6,6,6,6,7,3,6,5,2,5,6,3,2,2,5,1,3,4,4,4,6,7,6,3,5,6,5,3,6,5,5,5,4,7,5,7,3,5,6,3,4,6,5,3,3,4,5,2,4,4,3,5,4,1,4,4,4,4,4,5,6,2,6,1,6,3,4,3,3,5,6,4,2,3,3,1,19,Mexican,Criminology & Psychology Joint,6,3,3,4,1,1
R_vrdDI9Z47IP04Vj,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 13:13,14/03/2018 13:47,1,1,539,18535,1,86,1,5,7,4,2,6,1,3,5,4,5,3,4,2,1,6,3,5,5,3,5,5,3,2,3,4,2,4,3,3,2,7,5,5,3,2,5,4,1,3,1,3,4,2,3,3,3,5,4,4,5,1,2,3,4,4,7,3,4,4,3,4,7,4,5,7,3,1,2,2,2,7,4,4,5,7,2,5,1,4,3,3,6,1,4,5,4,5,5,5,2,3,4,3,4,4,7,4,2,2,3,3,4,3,4,5,4,3,2,4,4,2,18,Filipino ,Psychology,7,2,2,2,1,1
R_1CrQp6rLnwvBe8A,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 13:54,14/03/2018 14:27,1,1,540,33240,1,50,1,6,5,6,2,4,5,2,5,2,5,2,4,3,4,5,2,2,5,4,3,6,5,2,3,5,2,5,5,5,2,5,6,6,2,1,5,3,4,4,3,4,7,3,5,3,4,5,5,5,6,1,1,3,4,4,4,4,2,2,6,5,6,7,6,6,7,6,1,5,3,7,6,7,6,6,6,5,3,3,5,2,6,4,4,5,4,5,5,4,2,3,2,3,5,4,6,3,3,6,6,4,4,3,3,5,2,3,1,3,3,2,18,arab,criminology ,7,2,3,1,3,1
R_UFa4BcjOdpXMbAJ,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 14:28,14/03/2018 15:14,1,2,541,67842,1,82,1,6,7,5,3,5,5,2,5,3,5,2,4,2,4,6,6,2,4,3,2,6,2,3,5,4,2,5,4,5,3,6,6,5,4,3,3,6,2,5,2,2,3,6,4,7,5,2,1,1,4,1,3,3,4,4,5,5,5,4,5,4,7,4,6,7,4,7,5,5,6,6,6,5,5,4,5,4,2,4,5,2,6,4,4,4,3,5,5,5,4,4,4,4,3,4,4,4,5,2,6,3,4,2,3,4,5,1,5,1,1,2,21,European,kinesiology,11,2,4,8,1,1
R_1FtEkkEnGpIHBlM,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 15:22,14/03/2018 15:50,1,1,542,68854,1,50,1,3,6,4,3,4,3,3,5,4,6,2,3,2,2,7,2,4,3,3,2,4,5,3,5,5,2,6,4,3,4,6,3,4,4,3,7,5,5,5,4,2,6,6,5,6,7,4,3,2,7,1,4,4,5,5,6,5,7,5,7,7,7,5,5,6,4,7,6,4,6,4,4,5,4,5,5,2,4,3,5,4,6,5,4,4,5,5,5,4,2,3,3,2,4,7,6,5,5,4,4,3,2,2,2,2,1,3,2,4,4,2,18,Asian,Criminology,10,8,8,8,4,1
R_QchfBrGY8m5yWkx,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 15:58,14/03/2018 16:11,1,2,543,73468,1,65,1,4,5,6,2,5,4,5,5,4,4,3,2,3,5,4,4,5,5,3,5,5,5,4,5,5,3,5,6,6,3,5,6,5,3,2,6,6,4,4,5,3,6,6,4,6,6,6,3,2,5,1,3,3,3,4,6,6,5,5,5,5,4,4,5,4,5,4,2,5,5,6,5,5,6,4,4,4,5,4,4,1,6,2,3,3,3,5,3,3,5,4,5,5,5,4,4,4,4,4,4,3,2,3,3,6,6,6,6,6,6,1,20,indian,business,11,3,3,3,1,1
R_vBUgigimjO09An7,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 16:12,14/03/2018 16:42,1,2,544,61079,1,25,1,6,6,4,2,6,3,4,3,2,4,2,6,3,3,3,4,4,5,5,4,5,6,2,5,3,2,3,3,6,3,2,2,3,4,5,5,6,2,5,2,2,7,5,6,7,7,3,5,3,6,1,3,4,4,4,6,5,7,5,5,4,5,7,6,5,5,7,3,7,7,3,3,5,3,3,3,1,2,3,4,3,6,4,4,4,5,4,4,2,5,4,4,4,4,7,6,6,4,2,6,3,3,3,3,5,2,5,5,5,1,1,18,asian,undecided ,,5,6,6,2,1
R_27O0KB2jYXe93I9,Default Response Set,Anonymous,,,142.58.41.232,0,14/03/2018 16:43,14/03/2018 17:22,1,1,545,60669,1,80,1,6,3,5,2,6,3,3,5,2,5,5,5,3,4,5,3,5,3,3,3,5,3,3,5,3,2,5,5,5,2,3,2,3,6,3,3,4,5,4,3,6,5,4,5,5,5,5,6,5,5,1,4,4,5,2,7,7,3,3,5,3,6,4,3,3,4,4,1,5,2,5,5,2,5,2,6,1,1,3,2,4,7,2,2,3,3,4,3,2,3,3,4,4,5,3,5,3,7,5,4,3,1,2,1,5,3,6,6,3,3,1,18,Vietnamese,Sociology ,8,8,5,8,2,1
R_svE3XknIWAYTFQt,Default Response Set,Anonymous,,,142.58.41.232,0,15/03/2018 12:24,15/03/2018 13:02,1,1,546,64035,1,30,1,3,4,3,1,5,4,2,2,1,6,5,2,1,2,5,3,5,5,4,4,4,2,2,3,3,2,4,2,3,1,6,6,6,2,1,5,3,4,2,1,4,2,5,4,5,5,5,6,3,4,1,3,4,4,5,7,4,6,5,7,7,7,4,6,7,2,7,2,5,2,7,5,6,6,7,5,2,3,3,2,1,6,4,5,5,4,4,4,4,3,3,2,2,4,6,6,3,6,3,4,4,3,3,3,3,3,2,2,3,3,2,18,Greek and Armenian,Psych,8,2,2,2,1,1
R_vqbf1B1yE7a3x97,Default Response Set,Anonymous,,,142.58.41.232,0,15/03/2018 13:03,15/03/2018 13:30,1,1,547,20392,1,50,1,4,4,2,3,4,5,3,1,1,5,2,2,1,2,3,4,5,3,2,3,4,2,1,2,2,6,4,2,3,2,6,7,7,2,1,3,3,3,1,2,4,5,3,3,4,3,2,2,4,2,1,2,2,4,4,7,6,2,1,5,1,1,6,3,6,5,4,1,1,3,4,3,5,5,5,5,4,2,4,4,3,5,3,2,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,5,5,3,3,3,4,2,18,indian,crim,6,8,8,8,4,1
R_3g4WyBe4byA9IR3,Default Response Set,Anonymous,,,142.58.41.232,0,15/03/2018 13:31,15/03/2018 13:51,1,1,548,71519,1,61,1,3,5,7,2,4,2,3,5,2,5,2,2,2,4,6,1,4,5,1,5,6,4,4,5,5,3,3,5,6,4,5,6,6,3,1,4,5,4,4,4,3,5,4,4,4,3,4,5,4,3,1,1,4,3,4,6,7,5,4,5,7,6,3,7,3,7,3,1,2,2,3,6,5,2,5,2,6,4,3,2,1,6,1,3,3,5,4,4,4,5,4,5,5,4,5,5,7,2,2,6,4,4,4,4,6,7,7,2,5,6,2,19,Pakistani,Criminology,2,2,1,2,1,1
R_3GiCZmkplUKfUJA,Default Response Set,Anonymous,,,142.58.41.232,0,15/03/2018 13:52,15/03/2018 14:16,1,2,549,46033,1,60,1,3,5,3,5,5,5,4,3,1,6,3,4,2,2,5,5,5,3,3,6,5,2,3,5,1,3,3,2,6,2,7,6,7,2,1,3,5,2,5,2,4,4,5,6,5,5,5,5,5,4,1,5,5,4,4,7,7,6,5,6,4,6,5,6,6,7,4,5,5,5,5,6,6,6,7,5,6,4,5,7,3,5,3,4,5,4,4,4,4,3,4,5,5,5,6,6,4,3,3,3,3,4,3,3,6,5,5,2,6,5,2,22,chinese,economics,12,4,4,4,4,1
R_3HiFFqZb1uHM5dY,Default Response Set,Anonymous,,,142.58.41.232,0,16/03/2018 13:23,16/03/2018 13:59,1,2,550,67811,1,90,1,6,6,2,5,7,5,2,5,2,4,1,2,1,2,5,2,4,5,2,5,6,2,1,3,1,1,3,4,5,2,5,6,7,2,1,5,7,3,2,2,4,5,5,1,6,6,5,2,1,7,1,2,4,4,2,7,7,6,3,7,6,5,7,5,7,6,6,2,2,3,6,7,7,6,6,6,5,1,1,1,2,7,3,5,5,5,5,5,5,4,3,5,5,5,1,5,5,7,4,5,4,3,4,4,7,4,1,1,2,4,1,20,South Asian ,Criminology ,9,2,2,1,1,1
R_2zwQI9XYJG3UBiB,Default Response Set,Anonymous,,,142.58.41.232,0,16/03/2018 14:25,16/03/2018 14:48,1,2,551,93174,1,75,1,6,6,3,6,3,4,3,4,5,6,2,3,3,4,4,2,5,2,3,3,5,1,2,3,5,5,4,5,7,2,6,6,6,2,1,5,5,4,5,3,3,5,5,4,6,6,4,3,4,6,1,3,3,4,3,7,6,5,4,6,3,4,3,5,5,6,3,4,5,3,6,5,4,5,4,5,3,2,2,5,2,6,3,3,4,3,4,4,5,4,4,4,4,5,6,2,4,2,2,5,4,3,3,3,5,5,6,5,7,4,1,20,Chinese,Criminology,5,4,3,3,1,1
R_3GvPtGWKEXWrpF5,Default Response Set,Anonymous,,,142.58.41.232,0,16/03/2018 14:50,16/03/2018 15:03,1,2,552,44820,1,71,1,6,6,2,4,5,5,2,2,2,6,2,2,2,2,5,2,4,2,1,1,4,2,2,2,1,1,4,1,5,1,6,5,6,3,3,4,5,4,4,1,3,1,1,4,5,1,4,5,4,3,1,1,3,3,3,7,6,7,3,4,7,7,6,6,4,4,4,4,2,5,5,1,1,1,3,4,5,1,4,7,4,7,3,5,5,5,5,3,3,5,4,5,5,5,6,7,1,7,4,4,3,3,3,3,1,1,1,1,4,3,2,18,Sikh,Criminology,,2,1,1,1,1
R_OI1u6TGCjNR8dz3,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 11:49,20/03/2018 12:22,1,1,553,2923,1,65,1,6,5,4,3,5,2,3,5,2,5,3,3,2,2,4,3,5,3,3,3,6,3,3,3,2,3,5,3,5,2,5,5,6,6,2,5,3,2,2,2,3,3,2,3,5,3,5,5,2,3,1,3,3,3,3,5,4,3,3,4,4,4,5,4,3,3,5,4,4,4,5,5,5,5,3,4,3,3,3,5,2,5,3,4,4,3,5,4,5,4,4,4,4,4,5,6,4,5,4,4,4,3,3,3,5,5,3,5,5,5,2,19,east indian ,psychology,13,8,8,8,1,1
R_2yjvIuaSlkZn1Nm,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 12:23,20/03/2018 12:40,1,2,554,65407,1,71,1,5,4,4,3,4,4,4,5,3,4,5,4,4,3,3,4,4,5,3,5,6,4,4,5,2,2,3,3,4,4,5,4,5,5,2,5,5,3,2,2,3,6,4,5,5,6,5,5,4,6,1,3,4,4,4,5,6,5,4,5,5,6,4,4,3,5,6,2,4,5,5,4,4,5,5,5,4,4,4,5,3,5,4,3,4,4,3,3,3,3,4,4,4,4,4,5,4,4,4,3,3,4,2,2,5,4,3,4,5,4,2,18,Chinese,Business,15,4,3,4,1,1
R_1F9DzFXdtc449Pa,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 12:41,20/03/2018 14:14,1,2,555,96387,1,61,1,5,6,4,2,6,1,2,2,1,6,5,4,2,1,5,4,5,4,2,5,5,5,2,5,4,1,4,3,6,2,6,7,7,1,1,5,6,4,1,2,4,3,4,5,6,5,5,2,3,5,1,3,3,4,4,3,5,3,3,6,6,6,2,3,6,4,5,1,5,1,6,5,6,6,5,6,5,1,2,4,2,3,4,5,5,5,5,5,4,3,3,4,3,4,5,5,2,4,2,3,4,4,3,3,5,5,1,1,2,2,1,19,White European,Psychology,8,2,1,2,3,1
R_OvstJd8xqv7Wud3,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 14:15,20/03/2018 14:46,1,1,556,31222,1,16,1,6,4,4,1,5,1,1,4,1,6,2,1,1,2,6,2,4,2,1,3,4,2,1,3,1,4,4,2,2,2,6,5,4,2,4,6,6,1,4,1,5,6,5,5,7,4,6,2,5,3,1,4,4,4,4,7,7,6,5,7,7,7,4,5,4,4,6,1,7,5,6,4,6,6,5,5,4,5,6,2,1,6,2,5,4,5,5,4,3,4,4,5,5,5,1,5,7,5,2,3,4,3,1,2,6,2,,6,2,4,1,21,Chinese,Computer Science,,4,4,5,2,1
R_1hTmATxwomwmEYo,Default Response Set,Anonymous,,,142.58.41.226,0,20/03/2018 14:16,20/03/2018 15:56,1,1,557,46944,1,62,1,4,3,5,3,4,5,5,3,2,5,3,4,3,4,5,3,4,4,3,2,4,1,1,4,4,3,5,6,5,4,6,5,4,4,1,5,5,2,5,2,4,2,4,3,5,5,4,4,2,5,1,2,3,2,5,5,5,5,4,5,4,4,4,5,4,4,6,4,4,5,5,5,5,5,5,5,4,4,4,5,4,7,2,4,4,2,5,4,5,4,3,4,4,5,6,4,5,7,4,4,4,3,2,3,7,7,7,3,4,7,2,18,filipino/indian,economics ,12,8,8,8,1,1
R_11YDkFacpeKaCEc,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 14:48,20/03/2018 15:12,1,2,558,16088,1,71,1,5,2,1,7,4,7,7,1,6,6,1,4,6,1,1,4,4,1,5,1,6,1,4,4,1,7,2,1,4,4,4,4,5,4,4,4,7,2,5,2,2,7,4,4,6,4,4,2,2,4,1,3,4,4,4,7,6,6,5,5,4,5,3,6,4,5,4,5,6,4,4,6,6,4,4,4,4,4,5,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,6,5,4,1,4,4,3,3,3,3,5,3,4,4,4,4,1,19,chinese,cmpt,8,8,8,8,4,1
R_1j7FCdh6ZaAES93,Default Response Set,Anonymous,,,142.58.41.232,0,20/03/2018 15:13,20/03/2018 16:19,1,1,559,30258,1,50,1,6,5,4,3,6,1,4,5,1,5,4,7,3,2,5,4,6,5,3,2,4,4,2,5,4,2,3,4,5,2,7,6,6,2,1,6,3,4,2,2,3,3,5,5,4,6,5,5,2,4,1,1,2,5,5,7,5,4,5,5,5,7,6,5,5,5,6,1,5,7,7,5,4,7,7,6,5,2,2,2,1,6,4,3,5,4,5,4,4,4,1,5,5,5,3,5,3,5,3,2,4,4,4,4,5,3,5,4,5,3,2,22,Caucasian,Undeclared,8,5,5,3,2,1
R_b2esap0lg6fiFnb,Default Response Set,Anonymous,,,142.58.41.226,0,20/03/2018 15:58,20/03/2018 16:18,1,1,560,2634,1,80,1,6,7,3,1,5,6,5,6,5,6,4,3,2,4,5,6,3,6,2,5,4,5,3,6,5,5,6,6,5,3,6,7,6,2,2,5,5,4,6,4,3,6,5,6,5,4,5,5,4,5,1,4,5,2,3,7,7,5,5,4,4,4,5,5,6,4,4,3,3,5,5,6,4,5,6,5,7,6,5,5,4,4,4,3,4,5,3,5,2,5,3,3,5,4,2,5,4,6,2,4,4,3,4,3,7,6,6,6,5,6,1,18,Vietnamese,BPK,14,5,3,6,2,1
R_2XmMavU4wWTywuK,Default Response Set,Anonymous,,,142.58.41.226,0,20/03/2018 16:20,20/03/2018 16:54,1,2,561,87087,1,60,1,6,6,5,3,4,3,4,2,3,4,2,4,2,4,5,4,5,3,4,5,4,1,4,4,2,3,4,5,2,2,4,4,5,5,3,2,5,2,2,2,3,6,6,3,4,5,4,5,4,2,1,3,4,5,4,6,6,6,4,5,2,5,3,5,4,5,5,6,7,3,6,2,3,6,3,6,5,1,3,3,3,5,4,4,4,4,3,3,4,4,2,3,2,3,4,4,5,6,3,4,3,3,2,2,3,3,4,5,4,3,1,20,White,Economics,,3,5,3,1,1
