V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_2PmSTv6lGZqCi22,Default Response Set,Anonymous,,,184.65.121.102,0,2018-03-09 18:03,2018-03-10 0:42,1,,,82444,1,85,1,6,6,4,5,6,5,6,4,5,6,5,3,3,3,6,3,4,2,3,3,6,6,3,6,3,2,5,5,7,1,6,6,5,3,1,6,5,5,5,3,5,3,2,3,5,2,5,3,5,6,1,4,4,4,2,7,6,4,4,5,5,5,6,5,5,5,2,2,3,3,5,5,5,5,6,5,5,1,5,5,1,6,1,3,5,2,5,4,5,4,2,4,5,5,2,7,3,5,2,4,3,4,3,4,6,6,5,2,6,6,2,18,Indian,Biological Sciences,8,3,2,3,1,2
R_2dMkvVmnaxzWHKH,Default Response Set,Anonymous,,,50.98.30.29,0,2018-03-10 11:00,2018-03-10 11:15,1,,,10708,1,55,1,5,4,4,2,6,2,3,6,4,5,5,2,1,1,6,5,3,5,2,3,4,2,1,3,1,2,5,1,4,1,5,5,5,2,1,2,5,2,4,3,3,3,4,4,5,6,5,4,2,2,1,3,4,4,4,6,7,7,7,5,3,6,5,4,7,7,6,1,5,5,6,2,4,6,5,6,4,2,3,3,1,5,4,4,5,2,5,5,2,4,4,5,5,5,4,7,4,3,3,2,4,4,4,4,6,5,5,3,5,4,2,18,"Brazilian, japanese",Business,5,4,2,5,1,2
R_1irgMmdOKVSD8TV,Default Response Set,Anonymous,,,64.180.169.166,0,2018-03-13 3:36,2018-03-13 3:43,1,,,10360,1,52,1,5,4,5,5,6,5,4,5,4,5,5,4,4,4,6,5,5,4,4,5,5,5,3,6,5,6,5,5,5,4,4,4,4,4,4,5,6,5,6,5,5,6,6,5,5,6,5,5,5,5,1,4,5,4,4,7,7,6,6,6,5,5,4,5,4,5,4,5,6,5,6,5,5,5,5,6,4,2,5,4,3,4,3,2,4,3,4,4,3,5,5,5,5,5,4,7,4,4,1,4,3,3,3,3,6,6,6,4,6,6,1,18,indo-canadian,undeclared,15,8,8,8,4,2
R_POm6hQPuB2Tfclz,Default Response Set,Anonymous,,,142.58.182.171,0,2018-03-13 21:22,2018-03-13 21:31,1,,,32344,1,50,1,4,4,4,2,6,1,1,5,2,5,4,4,2,3,5,2,3,5,2,5,5,4,2,3,4,1,4,4,5,3,5,3,5,4,2,5,5,5,4,4,5,3,3,5,4,4,5,6,5,5,1,4,4,4,5,4,4,3,5,6,5,7,4,3,6,4,7,1,1,4,6,5,5,6,6,5,2,2,2,2,3,6,5,1,4,5,4,4,5,3,4,3,3,3,3,5,4,3,5,4,3,3,3,3,3,2,1,1,1,1,2,20,korean,criminology,2,8,8,8,4,2
R_2v8R96X4GW5l8AE,Default Response Set,Anonymous,,,70.70.42.139,0,2018-03-14 10:35,2018-03-14 10:52,1,,,11789,1,60,1,7,6,5,2,6,1,4,6,3,6,3,4,2,1,5,4,1,4,5,5,7,4,3,4,5,1,4,5,5,1,6,6,6,2,2,5,7,1,3,3,4,3,3,4,6,6,5,4,4,5,1,3,3,5,4,6,7,7,7,6,4,6,6,6,7,6,3,1,7,5,5,5,2,7,6,7,5,5,5,5,5,7,3,4,5,4,5,5,5,5,5,5,4,4,6,7,6,6,5,2,3,3,3,3,5,4,2,1,3,1,1,21,Filipino,Criminology,14,2,1,3,1,2
R_21BNAaSVcg1Ei9P,Default Response Set,Anonymous,,,209.52.88.106,0,2018-03-14 10:31,2018-03-14 10:57,1,,,30449,1,31,1,5,4,4,2,5,2,3,4,2,4,5,3,2,3,5,5,4,5,3,5,5,3,2,3,4,2,5,5,5,2,6,5,5,3,2,5,3,3,4,3,3,3,4,5,4,3,4,5,4,5,1,2,4,4,4,5,5,5,4,6,6,6,5,4,5,3,6,4,4,4,5,5,6,4,4,4,5,4,5,5,2,5,4,4,4,4,4,3,4,3,2,3,3,4,4,6,4,5,4,3,3,3,3,3,3,3,3,2,2,3,1,18,Vietnam,Psychology,2,3,2,3,1,2
R_RqPQXjjGoCtGvSh,Default Response Set,Anonymous,,,174.7.0.42,0,2018-03-14 11:51,2018-03-14 11:56,1,,,87253,1,53,1,5,4,4,3,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,6,5,3,5,5,3,4,2,3,1,3,3,3,3,4,5,2,2,4,4,3,2,3,4,3,4,3,3,5,4,4,4,5,4,4,4,4,4,4,5,4,2,2,4,4,4,4,4,4,3,5,4,4,4,7,4,2,3,7,3,3,2,2,5,5,4,4,4,4,1,20,indo-canadian,business,2,5,4,5,2,2
R_3NIBOgyTZGwnMvV,Default Response Set,Anonymous,,,142.58.132.233,0,2018-03-14 13:23,2018-03-14 13:34,1,,,52972,1,40,1,5,4,4,3,3,3,4,3,4,4,3,2,3,3,5,4,3,2,4,4,3,5,3,4,3,3,5,5,5,5,5,5,4,6,3,6,6,5,7,5,2,6,6,5,5,6,7,4,7,6,1,4,4,4,4,6,7,6,5,4,5,6,4,5,5,6,5,4,5,5,6,4,4,5,4,5,5,4,5,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,6,7,4,2,2,6,2,2,3,3,3,4,3,3,3,3,2,19,Chinese,Education,9,5,5,5,3,2
R_2CWkyC7RAzscEdm,Default Response Set,Anonymous,,,207.23.187.29,0,2018-03-14 13:29,2018-03-14 13:47,1,,,14354,1,51,1,3,4,4,5,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,5,5,5,5,5,3,4,5,3,3,3,4,4,3,3,4,4,4,5,3,3,1,2,3,4,4,6,5,5,3,5,5,2,5,4,3,3,3,2,3,4,4,3,5,5,4,4,3,2,4,5,2,4,2,3,3,3,4,4,3,3,4,4,4,4,3,5,3,5,3,5,3,3,3,3,5,4,5,4,4,4,2,18,asian,criminology,1,8,8,8,4,2
R_1QDwlSwtejKlCD6,Default Response Set,Anonymous,,,96.53.47.238,0,2018-03-14 13:51,2018-03-14 14:03,1,,,84984,1,45,1,7,4,5,2,4,1,4,3,2,4,2,4,4,3,5,3,4,5,2,4,4,2,2,3,4,3,4,3,5,2,7,7,7,1,1,4,5,2,3,2,4,4,4,5,5,4,6,6,6,5,1,3,4,4,5,6,5,6,5,7,7,7,7,7,7,5,7,4,6,5,5,6,5,7,7,7,5,3,3,4,2,6,5,3,5,5,5,5,4,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,4,4,3,2,4,5,2,19,European,Psychology,7,2,2,2,1,2
R_2pQu6Wb8wrUXIRX,Default Response Set,Anonymous,,,96.48.6.210,0,2018-03-14 14:43,2018-03-14 14:56,1,,,19212,1,35,1,6,6,5,2,5,5,3,2,3,6,4,2,1,2,6,5,5,5,5,6,6,5,4,6,4,2,6,3,6,2,7,7,7,2,1,7,6,2,4,2,6,5,5,6,6,5,6,6,6,3,1,4,4,4,4,7,7,6,5,6,7,6,5,6,1,5,4,4,5,7,6,6,6,7,6,6,3,5,3,6,2,6,3,3,4,4,5,4,2,4,5,5,4,5,1,6,4,7,1,4,3,3,3,3,5,6,1,1,5,2,2,18,indian,business,8,2,2,4,3,2
R_2f37XyrIbuwOE5C,Default Response Set,Anonymous,,,142.58.161.184,0,2018-03-14 17:11,2018-03-14 17:25,1,,,38498,1,53,1,5,1,6,6,4,3,2,5,5,2,4,2,2,6,3,7,2,3,7,5,5,5,7,5,2,5,4,6,5,5,2,1,1,7,7,4,6,3,3,2,2,4,5,4,3,6,5,4,3,3,1,5,4,3,3,7,7,3,7,4,6,6,4,6,4,4,5,1,1,3,5,6,6,5,1,2,1,4,1,3,2,4,4,3,3,3,4,4,2,5,3,5,5,5,7,4,7,7,7,4,1,1,3,3,7,7,7,7,7,7,2,18,European - White,Criminology,8,7,7,7,2,2
R_20YA2ndZI6hPgT6,Default Response Set,Anonymous,,,142.58.209.148,0,2018-03-14 17:23,2018-03-14 17:47,1,,,49321,1,59,1,6,6,4,2,5,2,2,4,2,6,4,4,3,2,5,2,5,2,2,4,6,2,2,3,2,2,5,2,5,2,6,6,6,2,2,3,4,3,2,2,6,4,3,5,6,3,6,6,6,5,1,2,2,4,4,5,4,4,4,5,7,6,6,5,6,4,6,3,5,4,6,3,4,6,6,4,6,2,5,3,2,6,4,4,5,4,5,3,5,3,3,3,3,3,4,6,2,5,2,4,4,4,3,3,5,4,2,1,5,2,2,19,Chinese/ German mix,Political science ,11,3,2,2,1,2
R_USDonwjlguSNy9j,Default Response Set,Anonymous,,,207.81.1.118,0,2018-03-14 22:08,2018-03-14 22:23,1,,,59332,1,20,1,6,4,1,5,3,7,5,1,4,5,2,2,3,2,5,4,5,1,5,2,5,2,4,5,4,2,3,2,5,2,6,6,6,2,1,4,4,3,3,4,4,3,3,5,4,4,5,5,5,5,1,3,4,4,4,7,7,7,5,6,2,4,6,3,3,7,3,1,5,5,5,4,4,5,5,3,2,2,4,4,2,3,5,5,4,5,5,5,4,5,5,4,5,5,4,7,4,4,5,4,4,3,3,3,6,5,5,3,6,5,2,18,Chinese,Psychology,3,8,8,8,1,2
R_2axiCwn1OIo3s1o,Default Response Set,Anonymous,,,96.48.144.15,0,2018-03-15 1:18,2018-03-15 1:28,1,,,28733,1,63,1,5,5,5,3,5,3,4,5,2,5,5,4,2,3,5,4,3,5,4,5,5,4,4,4,4,3,4,5,5,4,5,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,4,1,3,3,4,4,7,7,5,6,5,4,5,5,4,4,5,4,3,5,5,6,6,5,5,5,4,5,4,5,5,4,5,3,3,3,4,5,4,3,5,4,5,5,5,4,4,4,4,4,4,3,3,3,2,5,4,4,4,4,4,2,18,Punjabi ,International studies ,11,2,2,2,1,2
R_1pMpRhavIhFxgea,Default Response Set,Anonymous,,,174.6.82.237,0,2018-03-15 8:15,2018-03-15 8:32,1,,,74669,1,53,1,6,6,5,2,5,3,2,5,3,5,4,4,2,2,5,4,3,4,2,3,5,3,3,3,5,2,5,4,4,3,5,4,4,3,3,5,5,3,4,5,3,5,4,5,4,5,5,5,5,5,1,4,4,3,4,6,6,5,6,5,5,6,5,4,5,5,5,1,3,5,6,5,5,5,4,5,3,5,5,5,1,5,3,2,3,4,4,4,3,5,4,4,5,5,5,6,2,5,3,3,3,3,4,4,5,5,4,4,4,5,1,20,"Caucasian, Metis",Criminology,1,2,2,5,1,2
R_2TBkGnnzGM0wTpU,Default Response Set,Anonymous,,,50.67.228.100,0,2018-03-08 10:44,2018-03-08 10:55,0,,,87345,1,50,1,6,2,3,1,5,6,4,3,4,6,3,2,4,2,6,5,6,5,4,5,5,3,2,3,3,3,7,4,5,2,4,4,4,4,4,6,6,3,5,3,3,6,5,6,5,4,5,5,4,6,1,4,4,4,4,7,7,7,7,4,4,7,4,4,4,7,1,7,7,4,6,7,7,5,2,5,3,2,2,5,1,3,1,3,3,5,5,5,5,5,5,5,5,5,1,7,4,7,1,4,3,2,3,3,5,6,5,6,5,5,2,18,Sri Lankan ,Behavioral neuroscience ,1,8,8,8,2,2
R_2SpqcID1KiDxowA,Default Response Set,Anonymous,,,24.86.65.251,0,2018-03-15 12:11,2018-03-15 12:20,1,,,61079,1,20,1,6,5,4,2,5,6,3,3,5,5,5,6,2,3,5,5,3,3,5,3,4,5,3,5,2,3,4,3,6,5,3,3,4,3,5,5,6,3,5,3,3,6,6,5,5,5,3,3,3,6,1,4,4,4,4,6,6,6,6,6,4,6,5,5,4,6,6,3,5,6,5,5,5,5,5,4,5,5,5,5,3,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,1,18,asian,undecided ,,5,5,5,2,2
R_XGnwvb4woe31ozv,Default Response Set,Anonymous,,,66.183.104.24,0,2018-03-15 12:15,2018-03-15 12:23,1,,,73468,1,70,1,6,4,6,2,5,4,5,5,4,5,5,3,4,4,4,3,5,5,3,5,6,5,3,6,4,3,6,6,6,5,4,5,5,3,3,5,6,5,4,5,3,6,6,5,6,6,5,5,2,5,1,4,4,3,3,6,5,5,5,6,5,4,3,5,4,4,4,5,5,4,6,5,5,5,6,4,5,4,5,5,2,5,3,3,4,4,5,5,3,5,4,5,5,5,4,4,4,4,4,4,3,2,3,3,6,6,5,5,6,5,1,20,Indian,Business,12,3,3,3,1,2
R_1LSRWmIt2J6n0D3,Default Response Set,Anonymous,,,207.23.186.161,0,2018-03-15 11:33,2018-03-15 12:25,1,,,40085,1,63,1,5,5,3,2,5,3,2,3,5,5,3,2,3,5,5,3,3,5,4,3,4,4,5,5,2,3,5,3,6,3,2,2,2,6,6,6,5,4,6,4,3,2,6,6,6,5,6,5,3,6,1,3,4,4,4,3,2,7,5,4,7,2,7,7,4,7,2,1,3,3,5,3,2,7,6,5,2,1,2,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,1,7,4,4,4,4,5,5,3,2,3,5,1,18,east indian,BPK,13,6,6,6,2,2
R_271nvYS9qeVCh3x,Default Response Set,Anonymous,,,207.23.162.125,0,2018-03-15 13:23,2018-03-15 13:39,1,,,33240,1,50,1,6,5,7,3,4,5,2,5,4,5,3,3,2,3,6,3,4,5,2,5,6,6,3,3,5,2,5,5,6,2,7,6,6,3,3,5,3,3,3,3,5,5,3,6,4,4,5,5,5,6,1,2,4,5,4,5,4,3,4,6,5,6,6,6,5,6,6,2,5,3,6,6,6,5,4,6,5,2,3,4,2,6,5,4,4,4,4,3,4,2,2,3,2,3,3,5,3,2,5,6,4,4,3,3,3,3,3,3,3,3,2,18,arab ,criminology ,8,3,2,3,3,2
R_3qTIaylOJf3AB4T,Default Response Set,Anonymous,,,162.156.50.253,0,2018-03-15 13:50,2018-03-15 14:00,1,,,18535,1,90,1,6,7,4,3,5,1,4,5,2,6,4,4,2,2,7,2,2,5,2,7,5,3,2,4,4,2,5,4,3,2,6,5,6,3,1,5,5,2,2,2,4,4,3,5,4,3,5,5,5,6,1,2,3,4,4,7,7,6,7,4,7,7,7,4,7,5,3,3,7,3,7,5,5,5,5,5,4,2,4,4,3,6,2,5,5,2,5,5,5,3,2,3,2,5,4,6,4,1,1,2,4,4,3,3,6,5,3,2,5,4,2,18,Filipino ,Psychology ,7,2,2,2,1,2
R_1mqNJ2qtcSRytrs,Default Response Set,Anonymous,,,206.87.106.23,0,2018-03-15 16:41,2018-03-15 16:53,1,,,93479,1,55,1,5,5,5,2,4,5,5,3,3,3,5,2,3,5,6,2,2,5,3,5,5,5,5,5,2,1,6,6,6,6,6,6,5,3,1,6,6,5,6,5,3,7,7,6,3,5,3,2,5,7,1,4,4,5,4,6,6,7,6,6,7,6,3,6,4,6,4,5,6,5,6,2,2,5,4,3,5,3,3,6,3,7,3,3,5,3,5,4,3,5,5,5,4,5,4,6,5,5,3,6,3,3,4,4,7,6,5,1,6,3,1,19,Mexican,Criminology and Psychology Joint,6,3,4,5,1,2
R_1LRoVdbCUSJQK4Y,Default Response Set,Anonymous,,,64.114.251.28,0,2018-03-15 20:52,2018-03-15 21:04,1,,,68854,1,71,1,5,6,4,3,5,6,4,3,4,6,4,3,2,4,4,3,5,3,4,3,5,5,3,5,5,2,6,4,3,4,5,3,4,5,4,5,6,5,5,5,4,6,5,5,5,6,3,3,2,7,1,4,3,4,4,6,4,5,4,6,7,6,4,5,5,4,7,7,4,6,4,5,5,5,5,4,5,6,5,5,3,4,5,4,3,4,4,4,4,3,3,2,2,4,5,5,6,3,4,4,2,1,2,2,2,2,2,3,3,3,2,18,Asian,Criminology,9,8,8,8,4,2
R_1Fr1MGEXKhuXqkz,Default Response Set,Anonymous,,,50.92.213.92,0,2018-03-15 23:10,2018-03-15 23:20,1,,,27136,1,65,1,6,6,5,3,5,4,5,4,4,6,3,5,4,2,6,4,4,6,3,5,6,5,2,5,4,4,4,5,5,3,5,5,6,4,2,6,5,4,1,3,5,5,3,6,5,4,5,5,4,6,1,3,4,4,4,6,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,4,5,5,5,5,3,4,5,4,3,5,4,4,4,4,4,4,3,3,3,3,3,4,5,6,4,6,2,4,4,4,3,3,5,5,4,3,5,3,2,18,Taiwanese,General Science Double Minor,1,2,2,4,1,2
R_2ZIJ2G0ZjBmPWuY,Default Response Set,Anonymous,,,154.20.25.29,0,2018-03-15 23:59,2018-03-16 0:06,1,,,67842,1,51,1,6,6,4,3,5,3,1,5,4,6,2,4,2,3,6,3,1,4,2,4,6,2,2,5,4,2,4,4,5,2,6,6,5,4,3,2,6,2,5,6,2,5,6,4,7,6,2,1,1,5,1,4,3,4,4,6,5,5,3,3,5,2,4,5,6,5,4,6,6,5,4,5,5,3,2,4,5,3,5,3,6,4,5,3,4,4,4,3,2,4,3,3,2,2,5,6,4,3,6,2,3,2,3,4,3,3,5,4,5,6,2,20,white,behavioural,10,2,2,1,1,2
R_xzvHNoJF08ziHDz,Default Response Set,Anonymous,,,50.98.78.19,0,2018-03-16 3:10,2018-03-16 3:14,1,,,92610,1,51,1,4,3,5,4,4,4,5,3,5,3,4,5,3,4,4,5,4,2,3,3,3,3,4,3,2,5,4,4,4,3,3,5,2,4,3,5,3,3,3,2,2,4,3,3,3,5,4,4,4,3,1,3,2,2,4,4,5,2,4,4,3,3,3,4,3,5,4,3,4,2,3,5,3,4,3,2,4,4,3,4,4,3,4,4,5,5,5,5,4,4,5,5,5,5,4,6,4,5,3,5,4,3,4,3,3,3,4,5,2,4,2,22,Asian Canadian,Psychology,1,4,2,4,1,2
R_3Kuzws3gi3aRVmJ,Default Response Set,Anonymous,,,184.151.231.213,0,2018-03-16 12:09,2018-03-16 12:19,1,,,20392,1,100,1,4,4,2,6,2,5,2,1,2,5,3,2,1,2,5,2,6,2,2,5,4,2,6,3,2,5,5,2,2,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,3,7,6,4,3,4,1,4,4,4,4,4,4,1,3,4,4,4,5,4,4,4,4,2,5,4,2,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,18,Indian,Crim,1,8,8,8,4,2
R_1QxQ8fwHNhkB7Aq,Default Response Set,Anonymous,,,75.156.90.66,0,2018-03-16 13:48,2018-03-16 14:01,1,,,46033,1,60,1,4,6,5,5,5,5,5,3,1,6,4,3,2,3,5,5,3,3,4,5,5,5,3,5,1,4,5,5,5,3,7,6,6,3,2,5,5,3,3,3,5,5,3,5,5,5,5,5,5,3,1,4,4,4,4,7,7,5,5,5,4,5,5,5,5,6,4,4,5,5,5,5,5,5,6,6,5,3,5,6,4,5,3,4,4,4,5,5,3,4,4,5,5,5,5,6,4,3,3,4,4,4,3,3,6,5,5,5,5,5,2,22,chinese,economics,12,4,4,4,4,2
R_A0DjsS9rIlrpPQR,Default Response Set,Anonymous,,,207.23.186.35,0,2018-03-16 14:28,2018-03-16 14:35,1,,,71519,1,71,1,4,3,5,2,4,2,2,4,3,5,4,4,2,3,6,2,3,5,2,5,5,4,4,4,4,2,3,5,6,4,6,6,6,3,2,4,4,2,4,2,4,4,4,2,6,4,2,4,4,2,1,3,3,3,3,6,6,5,3,5,6,6,4,5,4,6,6,2,2,3,4,6,6,4,5,5,6,4,4,4,4,5,2,2,4,2,5,4,4,5,2,5,5,4,6,6,5,4,5,3,4,4,4,4,5,6,6,5,6,6,2,19,Pakistani,Criminology,2,2,2,1,1,2
R_32X7FPElc3NzQML,Default Response Set,Anonymous,,,184.151.231.83,0,2018-03-16 14:34,2018-03-16 14:46,1,,,60669,1,39,1,5,3,5,1,5,3,3,4,4,5,3,3,2,4,5,5,5,4,5,3,5,3,3,3,4,3,5,3,3,2,3,2,3,5,5,5,5,5,5,3,5,4,3,4,5,5,6,5,6,5,1,3,3,3,2,6,6,4,3,4,4,5,2,5,4,5,2,1,3,4,5,5,3,5,3,6,1,3,3,5,3,6,1,1,1,1,4,2,2,3,4,4,4,4,4,5,3,7,5,4,2,2,2,2,5,3,5,4,2,3,1,18,Vietnamese ,Sociology ,8,8,5,8,2,2
R_3h4Mu4RrPSkfM81,Default Response Set,Anonymous,,,50.67.244.135,0,2018-03-10 13:21,2018-03-10 13:21,0,,,20391,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_1i5r2jHEwwEiaWM,Default Response Set,Anonymous,,,96.48.145.165,0,2018-03-17 19:35,2018-03-17 19:49,1,,,67811,1,90,1,6,6,5,3,7,6,1,2,2,6,1,2,1,2,5,2,4,4,2,6,6,2,2,5,1,2,6,3,5,1,6,6,6,2,1,6,6,6,4,2,2,6,5,2,6,6,5,2,2,6,1,3,4,4,4,7,6,6,2,7,5,5,6,5,5,6,6,2,4,6,6,7,6,7,7,7,5,1,1,2,2,7,3,5,5,4,4,5,3,3,2,4,4,5,7,6,4,1,6,5,4,3,4,4,5,5,2,2,2,2,1,20,South Asian,Criminology ,9,2,2,2,1,2
R_OGREVzTRHZSwdK9,Default Response Set,Anonymous,,,70.79.56.165,0,2018-03-17 20:59,2018-03-17 21:12,1,,,93174,1,70,1,6,5,3,6,3,5,3,2,4,6,2,3,3,2,4,3,4,3,2,3,4,4,3,3,5,5,4,4,5,4,5,6,7,3,2,6,6,5,3,4,4,5,5,4,6,6,3,3,4,5,1,3,2,3,4,7,6,5,4,5,3,4,5,4,4,3,4,5,5,4,5,5,6,5,4,6,3,4,4,5,2,6,3,3,4,3,4,4,4,4,3,4,4,4,3,5,2,3,4,4,4,4,3,3,4,5,5,7,4,5,1,20,Chinese,Criminology,5,4,3,3,1,2
R_2uJ4nLxRUiIgtoA,Default Response Set,Anonymous,,,184.65.177.247,0,2018-03-18 10:15,2018-03-18 10:22,1,,,44820,1,67,1,3,1,1,3,1,3,2,1,1,6,1,2,2,2,5,2,4,2,3,2,3,4,2,3,2,1,4,1,3,1,5,3,3,2,4,2,2,3,2,5,5,5,4,4,1,4,5,3,3,6,1,3,2,3,3,7,7,6,5,3,5,6,4,4,3,3,3,4,4,5,6,2,2,4,4,3,5,2,4,2,2,7,4,4,4,5,5,4,5,5,5,5,5,5,4,3,5,5,5,4,3,2,3,4,5,3,3,6,4,6,2,18,Indian ,Criminology ,,2,2,2,1,2
R_1f7YpxSwt8SiZYa,Default Response Set,Anonymous,,,142.58.217.126,0,2018-03-18 20:30,2018-03-18 20:38,1,,,61497,1,61,1,5,5,3,3,3,3,2,3,2,5,3,3,2,2,5,3,5,3,3,3,5,3,2,3,3,3,5,3,3,3,5,6,5,3,2,3,3,3,3,2,5,3,3,5,3,2,6,5,6,3,1,2,4,4,4,5,6,5,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,6,5,5,5,3,3,3,2,5,4,4,4,4,4,4,4,3,4,4,4,4,5,5,3,5,3,3,4,4,4,4,5,5,2,3,3,3,2,17,Indo-Canadian,Psychology,9,2,2,2,1,2
R_2bHn3TLF1jvzcur,Default Response Set,Anonymous,,,96.49.42.40,0,2018-03-21 11:07,2018-03-21 11:20,1,,,65407,1,80,1,5,4,4,3,4,3,4,4,4,5,5,4,3,4,3,4,5,4,5,5,5,4,4,4,3,3,4,3,4,4,5,4,5,4,3,5,5,4,3,4,3,5,5,5,5,5,4,5,4,5,1,3,4,3,4,5,5,5,4,5,4,6,4,3,4,5,5,3,4,5,5,5,4,3,4,5,4,3,4,4,3,5,4,3,3,4,3,3,3,4,3,4,3,4,5,5,4,5,4,4,3,3,2,2,5,5,3,4,4,5,2,18,Chinese,Business,15,4,3,4,1,2
R_21mJxVJ6GlAIx5Z,Default Response Set,Anonymous,,,50.68.20.207,0,2018-03-21 12:01,2018-03-21 12:11,1,,,22480,1,57,1,5,6,2,3,4,2,2,2,1,5,2,2,2,2,5,4,4,2,4,4,4,2,2,2,2,4,2,2,6,2,6,5,6,4,2,4,6,2,4,4,2,2,6,4,6,6,5,6,4,6,1,2,4,3,4,4,6,5,5,6,4,6,4,4,4,6,6,4,4,4,4,6,6,5,5,4,4,5,5,4,5,6,3,3,3,3,4,3,4,4,4,3,3,4,6,7,5,7,3,1,4,3,3,2,6,6,3,3,5,4,2,25,Black,Health science,4,3,4,6,2,2
R_cT3CGwgSm0qXXBT,Default Response Set,Anonymous,,,142.58.42.168,0,2018-03-21 12:09,2018-03-21 12:17,1,,,2923,1,68,1,6,5,3,3,5,3,5,3,3,5,2,3,3,2,5,5,5,3,3,3,5,3,3,3,3,3,5,3,5,2,5,5,5,5,2,5,5,2,3,2,3,2,2,5,6,4,5,5,2,3,1,3,4,3,3,5,7,4,4,5,4,5,5,5,4,4,3,3,3,4,5,5,5,5,4,5,3,2,3,5,2,5,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,3,3,3,6,5,5,2,3,5,2,19,East Indian,psychology,13,8,8,8,1,2
R_eWj0CdXFk6PxmFP,Default Response Set,Anonymous,,,70.70.224.34,0,2018-03-21 12:28,2018-03-21 12:46,1,,,46944,1,88,1,5,5,5,3,4,4,5,2,2,5,2,4,4,3,5,3,4,4,3,3,4,3,2,4,4,3,5,4,5,4,4,4,5,5,2,5,4,2,4,2,4,2,5,3,6,6,5,4,3,5,1,3,3,4,4,6,5,4,3,5,6,3,4,4,4,6,6,5,3,5,5,5,5,6,4,5,4,2,4,4,5,6,3,5,4,2,5,4,4,4,4,4,4,3,6,7,3,6,4,4,4,3,3,2,6,4,5,3,5,6,2,18,filipino/indian ,economics,13,2,2,3,1,2
R_1M0Wmd3h8kXh0GV,Default Response Set,Anonymous,,,174.1.106.64,0,2018-03-21 13:58,2018-03-21 14:07,1,,,31222,1,41,1,6,5,2,1,6,2,1,2,3,6,2,4,1,2,6,2,2,2,2,5,3,4,2,5,1,3,4,2,4,2,5,4,5,5,2,6,6,3,4,3,6,6,6,4,5,5,5,5,5,4,1,5,5,5,5,7,7,6,6,6,5,7,4,5,4,5,4,1,7,6,6,6,5,6,6,6,5,1,6,5,1,6,3,4,4,4,4,4,3,4,5,5,5,5,2,5,7,4,3,4,3,3,2,2,6,5,,2,4,3,1,21,chinese,computer science,,4,4,5,2,2
