V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2CWkyC7RAzscEdm,Default Response Set,Anonymous,,,207.23.187.29,0,2018-03-14 13:29:50,2018-03-14 13:47:25,1,14354,1,51,1,3,4,4,5,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,5,5,5,5,5,3,4,5,3,3,3,4,4,3,3,4,4,4,5,3,3,1,2,3,4,4,6,5,5,3,5,5,2,5,4,3,3,3,2,3,4,4,3,5,5,4,4,3,2,4,5,2,4,2,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,5,4,5,4,4,4,3,5,3,5,3,5,2,18,asian,criminology,1,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_1QDwlSwtejKlCD6,Default Response Set,Anonymous,,,96.53.47.238,0,2018-03-14 13:51:48,2018-03-14 14:03:55,1,84984,1,45,1,7,4,5,2,4,1,4,3,2,4,2,4,4,3,5,3,4,5,2,4,4,2,2,3,4,3,4,3,5,2,7,7,7,1,1,4,5,2,3,2,4,4,4,5,5,4,6,6,6,5,1,3,4,4,5,6,5,6,5,7,7,7,7,7,7,5,7,4,6,5,5,6,5,7,7,7,5,3,3,4,2,6,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,5,4,5,4,3,3,4,2,19,European,Psychology,7,2,2,2,1,1,49.260299682617,-123.14599609375,-1,
R_2pQu6Wb8wrUXIRX,Default Response Set,Anonymous,,,96.48.6.210,0,2018-03-14 14:43:26,2018-03-14 14:56:26,1,19212,1,35,1,6,6,5,2,5,5,3,2,3,6,4,2,1,2,6,5,5,5,5,6,6,5,4,6,4,2,6,3,6,2,7,7,7,2,1,7,6,2,4,2,6,5,5,6,6,5,6,6,6,3,1,4,4,4,4,7,7,6,5,6,7,6,5,6,1,5,4,4,5,7,6,6,6,7,6,6,3,5,3,6,2,6,3,3,4,4,5,4,2,4,5,5,4,5,3,3,3,3,5,6,1,1,5,2,1,6,4,7,1,4,2,18,indian,business,8,2,2,4,3,1,49.075393676758,-122.17800140381,-1,
R_2f37XyrIbuwOE5C,Default Response Set,Anonymous,,,142.58.161.184,0,2018-03-14 17:11:40,2018-03-14 17:25:22,1,38498,1,53,1,5,1,6,6,4,3,2,5,5,2,4,2,2,6,3,7,2,3,7,5,5,5,7,5,2,5,4,6,5,5,2,1,1,7,7,4,6,3,3,2,2,4,5,4,3,6,5,4,3,3,1,5,4,3,3,7,7,3,7,4,6,6,4,6,4,4,5,1,1,3,5,6,6,5,1,2,1,4,1,3,2,4,4,3,3,3,4,4,2,5,3,5,5,5,1,1,3,3,7,7,7,7,7,7,7,4,7,7,7,4,2,18,European - White,Criminology,8,7,7,7,2,1,49.264007568359,-122.93690490723,-1,
R_20YA2ndZI6hPgT6,Default Response Set,Anonymous,,,142.58.209.148,0,2018-03-14 17:23:46,2018-03-14 17:47:20,1,49321,1,59,1,6,6,4,2,5,2,2,4,2,6,4,4,3,2,5,2,5,2,2,4,6,2,2,3,2,2,5,2,5,2,6,6,6,2,2,3,4,3,2,2,6,4,3,5,6,3,6,6,6,5,1,2,2,4,4,5,4,4,4,5,7,6,6,5,6,4,6,3,5,4,6,3,4,6,6,4,6,2,5,3,2,6,4,4,5,4,5,3,5,3,3,3,3,3,4,4,3,3,5,4,2,1,5,2,4,6,2,5,2,4,2,19,Chinese/ German mix,Political science ,11,3,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_USDonwjlguSNy9j,Default Response Set,Anonymous,,,207.81.1.118,0,2018-03-14 22:08:11,2018-03-14 22:23:49,1,59332,1,20,1,6,4,1,5,3,7,5,1,4,5,2,2,3,2,5,4,5,1,5,2,5,2,4,5,4,2,3,2,5,2,6,6,6,2,1,4,4,3,3,4,4,3,3,5,4,4,5,5,5,5,1,3,4,4,4,7,7,7,5,6,2,4,6,3,3,7,3,1,5,5,5,4,4,5,5,3,2,2,4,4,2,3,5,5,4,5,5,5,4,5,5,4,5,5,4,3,3,3,6,5,5,3,6,5,4,7,4,4,5,4,2,18,Chinese,Psychology,3,8,8,8,1,1,49.132293701172,-123.17050170898,-1,
R_2axiCwn1OIo3s1o,Default Response Set,Anonymous,,,96.48.144.15,0,2018-03-15 01:18:45,2018-03-15 01:28:09,1,28733,1,63,1,5,5,5,3,5,3,4,5,2,5,5,4,2,3,5,4,3,5,4,5,5,4,4,4,4,3,4,5,5,4,5,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,4,1,3,3,4,4,7,7,5,6,5,4,5,5,4,4,5,4,3,5,5,6,6,5,5,5,4,5,4,5,5,4,5,3,3,3,4,5,4,3,5,4,5,5,5,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,2,18,Punjabi ,International studies ,11,2,2,2,1,1,49.141006469727,-122.85690307617,-1,
R_1pMpRhavIhFxgea,Default Response Set,Anonymous,,,174.6.82.237,0,2018-03-15 08:15:15,2018-03-15 08:32:15,1,74669,1,53,1,6,6,5,2,5,3,2,5,3,5,4,4,2,2,5,4,3,4,2,3,5,3,3,3,5,2,5,4,4,3,5,4,4,3,3,5,5,3,4,5,3,5,4,5,4,5,5,5,5,5,1,4,4,3,4,6,6,5,6,5,5,6,5,4,5,5,5,1,3,5,6,5,5,5,4,5,3,5,5,5,1,5,3,2,3,4,4,4,3,5,4,4,5,5,3,3,4,4,5,5,4,4,4,5,5,6,2,5,3,3,1,20,"Caucasian, Metis",Criminology,1,2,2,5,1,1,49.264007568359,-122.93690490723,-1,
R_2TBkGnnzGM0wTpU,Default Response Set,Anonymous,,,50.67.228.100,0,2018-03-08 10:44:18,2018-03-08 10:55:42,0,87345,1,50,1,6,2,3,1,5,6,4,3,4,6,3,2,4,2,6,5,6,5,4,5,5,3,2,3,3,3,7,4,5,2,4,4,4,4,4,6,6,3,5,3,3,6,5,6,5,4,5,5,4,6,1,4,4,4,4,7,7,7,7,4,4,7,4,4,4,7,1,7,7,4,6,7,7,5,2,5,3,2,2,5,1,3,1,3,3,5,5,5,5,5,5,5,5,5,3,2,3,3,5,6,5,6,5,5,1,7,4,7,1,4,2,18,Sri Lankan ,Behavioral neuroscience ,1,8,8,8,2,,,,-1,
R_2SpqcID1KiDxowA,Default Response Set,Anonymous,,,24.86.65.251,0,2018-03-15 12:11:33,2018-03-15 12:20:44,1,61079,1,20,1,6,5,4,2,5,6,3,3,5,5,5,6,2,3,5,5,3,3,5,3,4,5,3,5,2,3,4,3,6,5,3,3,4,3,5,5,6,3,5,3,3,6,6,5,5,5,3,3,3,6,1,4,4,4,4,6,6,6,6,6,4,6,5,5,4,6,6,3,5,6,5,5,5,5,5,4,5,5,5,5,3,5,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,1,18,asian,undecided ,,5,5,5,2,1,49.259994506836,-123.03979492188,-1,
R_XGnwvb4woe31ozv,Default Response Set,Anonymous,,,66.183.104.24,0,2018-03-15 12:15:02,2018-03-15 12:23:07,1,73468,1,70,1,6,4,6,2,5,4,5,5,4,5,5,3,4,4,4,3,5,5,3,5,6,5,3,6,4,3,6,6,6,5,4,5,5,3,3,5,6,5,4,5,3,6,6,5,6,6,5,5,2,5,1,4,4,3,3,6,5,5,5,6,5,4,3,5,4,4,4,5,5,4,6,5,5,5,6,4,5,4,5,5,2,5,3,3,4,4,5,5,3,5,4,5,5,5,3,2,3,3,6,6,5,5,6,5,4,4,4,4,4,4,1,20,Indian,Business,12,3,3,3,1,1,49.194793701172,-122.81309509277,-1,
R_1LSRWmIt2J6n0D3,Default Response Set,Anonymous,,,207.23.186.161,0,2018-03-15 11:33:16,2018-03-15 12:25:40,1,40085,1,63,1,5,5,3,2,5,3,2,3,5,5,3,2,3,5,5,3,3,5,4,3,4,4,5,5,2,3,5,3,6,3,2,2,2,6,6,6,5,4,6,4,3,2,6,6,6,5,6,5,3,6,1,3,4,4,4,3,2,7,5,4,7,2,7,7,4,7,2,1,3,3,5,3,2,7,6,5,2,1,2,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,3,2,3,5,7,7,7,1,1,7,1,18,east indian,BPK,13,6,6,6,2,1,49.264007568359,-122.93690490723,-1,
R_271nvYS9qeVCh3x,Default Response Set,Anonymous,,,207.23.162.125,0,2018-03-15 13:23:08,2018-03-15 13:39:00,1,33240,1,50,1,6,5,7,3,4,5,2,5,4,5,3,3,2,3,6,3,4,5,2,5,6,6,3,3,5,2,5,5,6,2,7,6,6,3,3,5,3,3,3,3,5,5,3,6,4,4,5,5,5,6,1,2,4,5,4,5,4,3,4,6,5,6,6,6,5,6,6,2,5,3,6,6,6,5,4,6,5,2,3,4,2,6,5,4,4,4,4,3,4,2,2,3,2,3,4,4,3,3,3,3,3,3,3,3,3,5,3,2,5,6,2,18,arab ,criminology ,8,3,2,3,3,1,49.264007568359,-122.93690490723,-1,
R_3qTIaylOJf3AB4T,Default Response Set,Anonymous,,,162.156.50.253,0,2018-03-15 13:50:44,2018-03-15 14:00:05,1,18535,1,90,1,6,7,4,3,5,1,4,5,2,6,4,4,2,2,7,2,2,5,2,7,5,3,2,4,4,2,5,4,3,2,6,5,6,3,1,5,5,2,2,2,4,4,3,5,4,3,5,5,5,6,1,2,3,4,4,7,7,6,7,4,7,7,7,4,7,5,3,3,7,3,7,5,5,5,5,5,4,2,4,4,3,6,2,5,5,2,5,5,5,3,2,3,2,5,4,4,3,3,6,5,3,2,5,4,4,6,4,1,1,2,2,18,Filipino ,Psychology ,7,2,2,2,1,1,49.188903808594,-122.87300109863,-1,
R_1mqNJ2qtcSRytrs,Default Response Set,Anonymous,,,206.87.106.23,0,2018-03-15 16:41:29,2018-03-15 16:53:49,1,93479,1,55,1,5,5,5,2,4,5,5,3,3,3,5,2,3,5,6,2,2,5,3,5,5,5,5,5,2,1,6,6,6,6,6,6,5,3,1,6,6,5,6,5,3,7,7,6,3,5,3,2,5,7,1,4,4,5,4,6,6,7,6,6,7,6,3,6,4,6,4,5,6,5,6,2,2,5,4,3,5,3,3,6,3,7,3,3,5,3,5,4,3,5,5,5,4,5,3,3,4,4,7,6,5,1,6,3,4,6,5,5,3,6,1,19,Mexican,Criminology and Psychology Joint,6,3,4,5,1,1,49.278793334961,-123.11389923096,-1,
R_1LRoVdbCUSJQK4Y,Default Response Set,Anonymous,,,64.114.251.28,0,2018-03-15 20:52:13,2018-03-15 21:04:03,1,68854,1,71,1,5,6,4,3,5,6,4,3,4,6,4,3,2,4,4,3,5,3,4,3,5,5,3,5,5,2,6,4,3,4,5,3,4,5,4,5,6,5,5,5,4,6,5,5,5,6,3,3,2,7,1,4,3,4,4,6,4,5,4,6,7,6,4,5,5,4,7,7,4,6,4,5,5,5,5,4,5,6,5,5,3,4,5,4,3,4,4,4,4,3,3,2,2,4,2,1,2,2,2,2,2,3,3,3,5,5,6,3,4,4,2,18,Asian,Criminology,9,8,8,8,4,1,49.277893066406,-123.09080505371,-1,
R_1Fr1MGEXKhuXqkz,Default Response Set,Anonymous,,,50.92.213.92,0,2018-03-15 23:10:41,2018-03-15 23:20:44,1,27136,1,65,1,6,6,5,3,5,4,5,4,4,6,3,5,4,2,6,4,4,6,3,5,6,5,2,5,4,4,4,5,5,3,5,5,6,4,2,6,5,4,1,3,5,5,3,6,5,4,5,5,4,6,1,3,4,4,4,6,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,4,5,5,5,5,3,4,5,4,3,5,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,5,5,4,3,5,3,5,6,4,6,2,4,2,18,Taiwanese,General Science Double Minor,1,2,2,4,1,1,49.099700927734,-122.65260314941,-1,
R_2ZIJ2G0ZjBmPWuY,Default Response Set,Anonymous,,,154.20.25.29,0,2018-03-15 23:59:01,2018-03-16 00:06:39,1,67842,1,51,1,6,6,4,3,5,3,1,5,4,6,2,4,2,3,6,3,1,4,2,4,6,2,2,5,4,2,4,4,5,2,6,6,5,4,3,2,6,2,5,6,2,5,6,4,7,6,2,1,1,5,1,4,3,4,4,6,5,5,3,3,5,2,4,5,6,5,4,6,6,5,4,5,5,3,2,4,5,3,5,3,6,4,5,3,4,4,4,3,2,4,3,3,2,2,3,2,3,4,3,3,5,4,5,6,5,6,4,3,6,2,2,20,white,behavioural,10,2,2,1,1,1,49.189407348633,-122.84539794922,-1,
R_xzvHNoJF08ziHDz,Default Response Set,Anonymous,,,50.98.78.19,0,2018-03-16 03:10:41,2018-03-16 03:14:27,1,92610,1,51,1,4,3,5,4,4,4,5,3,5,3,4,5,3,4,4,5,4,2,3,3,3,3,4,3,2,5,4,4,4,3,3,5,2,4,3,5,3,3,3,2,2,4,3,3,3,5,4,4,4,3,1,3,2,2,4,4,5,2,4,4,3,3,3,4,3,5,4,3,4,2,3,5,3,4,3,2,4,4,3,4,4,3,4,4,5,5,5,5,4,4,5,5,5,5,4,3,4,3,3,3,4,5,2,4,4,6,4,5,3,5,2,22,Asian Canadian,Psychology,1,4,2,4,1,1,49.274002075195,-123.0074005127,-1,
R_3Kuzws3gi3aRVmJ,Default Response Set,Anonymous,,,184.151.231.213,0,2018-03-16 12:09:57,2018-03-16 12:19:54,1,20392,1,100,1,4,4,2,6,2,5,2,1,2,5,3,2,1,2,5,2,6,2,2,5,4,2,6,3,2,5,5,2,2,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,3,7,6,4,3,4,1,4,4,4,4,4,4,1,3,4,4,4,5,4,4,4,4,2,5,4,2,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,18,Indian,Crim,1,8,8,8,4,1,49.217498779297,-123.03799438477,-1,
R_1QxQ8fwHNhkB7Aq,Default Response Set,Anonymous,,,75.156.90.66,0,2018-03-16 13:48:21,2018-03-16 14:01:46,1,46033,1,60,1,4,6,5,5,5,5,5,3,1,6,4,3,2,3,5,5,3,3,4,5,5,5,3,5,1,4,5,5,5,3,7,6,6,3,2,5,5,3,3,3,5,5,3,5,5,5,5,5,5,3,1,4,4,4,4,7,7,5,5,5,4,5,5,5,5,6,4,4,5,5,5,5,5,5,6,6,5,3,5,6,4,5,3,4,4,4,5,5,3,4,4,5,5,5,4,4,3,3,6,5,5,5,5,5,5,6,4,3,3,4,2,22,chinese,economics,12,4,4,4,4,1,49.230194091797,-122.99520111084,-1,
R_A0DjsS9rIlrpPQR,Default Response Set,Anonymous,,,207.23.186.35,0,2018-03-16 14:28:29,2018-03-16 14:35:01,1,71519,1,71,1,4,3,5,2,4,2,2,4,3,5,4,4,2,3,6,2,3,5,2,5,5,4,4,4,4,2,3,5,6,4,6,6,6,3,2,4,4,2,4,2,4,4,4,2,6,4,2,4,4,2,1,3,3,3,3,6,6,5,3,5,6,6,4,5,4,6,6,2,2,3,4,6,6,4,5,5,6,4,4,4,4,5,2,2,4,2,5,4,4,5,2,5,5,4,4,4,4,4,5,6,6,5,6,6,6,6,5,4,5,3,2,19,Pakistani,Criminology,2,2,2,1,1,1,49.264007568359,-122.93690490723,-1,
R_32X7FPElc3NzQML,Default Response Set,Anonymous,,,184.151.231.83,0,2018-03-16 14:34:34,2018-03-16 14:46:13,1,60669,1,39,1,5,3,5,1,5,3,3,4,4,5,3,3,2,4,5,5,5,4,5,3,5,3,3,3,4,3,5,3,3,2,3,2,3,5,5,5,5,5,5,3,5,4,3,4,5,5,6,5,6,5,1,3,3,3,2,6,6,4,3,4,4,5,2,5,4,5,2,1,3,4,5,5,3,5,3,6,1,3,3,5,3,6,1,1,1,1,4,2,2,3,4,4,4,4,2,2,2,2,5,3,5,4,2,3,4,5,3,7,5,4,1,18,Vietnamese ,Sociology ,8,8,5,8,2,1,49.217498779297,-123.03799438477,-1,
R_3h4Mu4RrPSkfM81,Default Response Set,Anonymous,,,50.67.244.135,0,2018-03-10 13:21:19,2018-03-10 13:21:38,0,20391,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1i5r2jHEwwEiaWM,Default Response Set,Anonymous,,,96.48.145.165,0,2018-03-17 19:35:24,2018-03-17 19:49:10,1,67811,1,90,1,6,6,5,3,7,6,1,2,2,6,1,2,1,2,5,2,4,4,2,6,6,2,2,5,1,2,6,3,5,1,6,6,6,2,1,6,6,6,4,2,2,6,5,2,6,6,5,2,2,6,1,3,4,4,4,7,6,6,2,7,5,5,6,5,5,6,6,2,4,6,6,7,6,7,7,7,5,1,1,2,2,7,3,5,5,4,4,5,3,3,2,4,4,5,4,3,4,4,5,5,2,2,2,2,7,6,4,1,6,5,1,20,South Asian,Criminology ,9,2,2,2,1,1,49.141006469727,-122.85690307617,-1,
R_OGREVzTRHZSwdK9,Default Response Set,Anonymous,,,70.79.56.165,0,2018-03-17 20:59:34,2018-03-17 21:12:48,1,93174,1,70,1,6,5,3,6,3,5,3,2,4,6,2,3,3,2,4,3,4,3,2,3,4,4,3,3,5,5,4,4,5,4,5,6,7,3,2,6,6,5,3,4,4,5,5,4,6,6,3,3,4,5,1,3,2,3,4,7,6,5,4,5,3,4,5,4,4,3,4,5,5,4,5,5,6,5,4,6,3,4,4,5,2,6,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,5,5,7,4,5,3,5,2,3,4,4,1,20,Chinese,Criminology,5,4,3,3,1,1,49.249206542969,-123.11039733887,-1,
R_2uJ4nLxRUiIgtoA,Default Response Set,Anonymous,,,184.65.177.247,0,2018-03-18 10:15:10,2018-03-18 10:22:38,1,44820,1,67,1,3,1,1,3,1,3,2,1,1,6,1,2,2,2,5,2,4,2,3,2,3,4,2,3,2,1,4,1,3,1,5,3,3,2,4,2,2,3,2,5,5,5,4,4,1,4,5,3,3,6,1,3,2,3,3,7,7,6,5,3,5,6,4,4,3,3,3,4,4,5,6,2,2,4,4,3,5,2,4,2,2,7,4,4,4,5,5,4,5,5,5,5,5,5,3,2,3,4,5,3,3,6,4,6,4,3,5,5,5,4,2,18,Indian ,Criminology ,,2,2,2,1,1,49.170700073242,-122.73260498047,-1,
R_1f7YpxSwt8SiZYa,Default Response Set,Anonymous,,,142.58.217.126,0,2018-03-18 20:30:31,2018-03-18 20:38:47,1,61497,1,61,1,5,5,3,3,3,3,2,3,2,5,3,3,2,2,5,3,5,3,3,3,5,3,2,3,3,3,5,3,3,3,5,6,5,3,2,3,3,3,3,2,5,3,3,5,3,2,6,5,6,3,1,2,4,4,4,5,6,5,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,6,5,5,5,3,3,3,2,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,2,3,3,3,5,5,3,5,3,3,2,17,Indo-Canadian,Psychology,9,2,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_2BbWx00FBnSO8zi,Default Response Set,Anonymous,,,70.71.75.11,0,2018-03-21 10:02:32,2018-03-21 10:14:02,1,Survey code,1,70,1,5,1,1,6,3,6,5,1,4,4,2,2,4,2,2,4,4,1,4,2,5,2,4,3,2,6,2,2,5,3,4,4,5,3,4,2,5,2,5,2,2,6,5,4,5,5,4,2,3,5,1,4,4,2,3,6,7,6,1,5,3,6,4,5,5,5,4,7,5,5,4,6,6,4,5,4,4,4,2,3,2,5,,4,4,4,4,5,4,4,5,5,5,5,2,3,3,3,5,5,4,4,5,5,4,5,4,4,4,4,1,19,Chines,Cmpt,,8,8,8,4,1,49.0791015625,-122.7552947998,-1,
R_2bHn3TLF1jvzcur,Default Response Set,Anonymous,,,96.49.42.40,0,2018-03-21 11:07:37,2018-03-21 11:20:08,1,65407,1,80,1,5,4,4,3,4,3,4,4,4,5,5,4,3,4,3,4,5,4,5,5,5,4,4,4,3,3,4,3,4,4,5,4,5,4,3,5,5,4,3,4,3,5,5,5,5,5,4,5,4,5,1,3,4,3,4,5,5,5,4,5,4,6,4,3,4,5,5,3,4,5,5,5,4,3,4,5,4,3,4,4,3,5,4,3,3,4,3,3,3,4,3,4,3,4,3,3,2,2,5,5,3,4,4,5,5,5,4,5,4,4,2,18,Chinese,Business,15,4,3,4,1,1,49.215103149414,-123.13960266113,-1,
R_21mJxVJ6GlAIx5Z,Default Response Set,Anonymous,,,50.68.20.207,0,2018-03-21 12:01:54,2018-03-21 12:11:30,1,22480,1,57,1,5,6,2,3,4,2,2,2,1,5,2,2,2,2,5,4,4,2,4,4,4,2,2,2,2,4,2,2,6,2,6,5,6,4,2,4,6,2,4,4,2,2,6,4,6,6,5,6,4,6,1,2,4,3,4,4,6,5,5,6,4,6,4,4,4,6,6,4,4,4,4,6,6,5,5,4,4,5,5,4,5,6,3,3,3,3,4,3,4,4,4,3,3,4,4,3,3,2,6,6,3,3,5,4,6,7,5,7,3,1,2,25,Black,Health science,4,3,4,6,2,1,49.215606689453,-123.09790039062,-1,
R_cT3CGwgSm0qXXBT,Default Response Set,Anonymous,,,142.58.42.168,0,2018-03-21 12:09:09,2018-03-21 12:17:59,1,02923,1,68,1,6,5,3,3,5,3,5,3,3,5,2,3,3,2,5,5,5,3,3,3,5,3,3,3,3,3,5,3,5,2,5,5,5,5,2,5,5,2,3,2,3,2,2,5,6,4,5,5,2,3,1,3,4,3,3,5,7,4,4,5,4,5,5,5,4,4,3,3,3,4,5,5,5,5,4,5,3,2,3,5,2,5,3,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,6,5,5,2,3,5,5,5,4,5,4,4,2,19,East Indian,psychology,13,8,8,8,1,1,49.264007568359,-122.93690490723,-1,
R_eWj0CdXFk6PxmFP,Default Response Set,Anonymous,,,70.70.224.34,0,2018-03-21 12:28:43,2018-03-21 12:46:50,1,46944,1,88,1,5,5,5,3,4,4,5,2,2,5,2,4,4,3,5,3,4,4,3,3,4,3,2,4,4,3,5,4,5,4,4,4,5,5,2,5,4,2,4,2,4,2,5,3,6,6,5,4,3,5,1,3,3,4,4,6,5,4,3,5,6,3,4,4,4,6,6,5,3,5,5,5,5,6,4,5,4,2,4,4,5,6,3,5,4,2,5,4,4,4,4,4,4,3,4,3,3,2,6,4,5,3,5,6,6,7,3,6,4,4,2,18,filipino/indian ,economics,13,2,2,3,1,1,49.106704711914,-122.85760498047,-1,
R_1M0Wmd3h8kXh0GV,Default Response Set,Anonymous,,,174.1.106.64,0,2018-03-21 13:58:43,2018-03-21 14:07:51,1,31222,1,41,1,6,5,2,1,6,2,1,2,3,6,2,4,1,2,6,2,2,2,2,5,3,4,2,5,1,3,4,2,4,2,5,4,5,5,2,6,6,3,4,3,6,6,6,4,5,5,5,5,5,4,1,5,5,5,5,7,7,6,6,6,5,7,4,5,4,5,4,1,7,6,6,6,5,6,6,6,5,1,6,5,1,6,3,4,4,4,4,4,3,4,5,5,5,5,3,3,2,2,6,5,,2,4,3,2,5,7,4,3,4,1,21,chinese,computer science,,4,4,5,2,1,49.128494262695,-122.62359619141,-1,
R_2zjyud6UfrDmwZv,Default Response Set,Anonymous,,,70.70.16.222,0,2018-03-21 15:45:11,2018-03-21 15:58:00,1,96387,1,40,1,5,6,4,2,5,2,1,4,2,6,3,4,2,2,6,2,5,4,2,2,6,3,2,5,5,1,4,3,6,2,6,7,7,2,1,5,5,4,2,3,4,2,3,5,6,5,5,2,3,5,1,4,4,4,4,4,5,5,3,5,5,5,3,3,7,4,6,1,4,2,6,5,6,7,5,5,3,2,2,3,2,5,4,5,5,4,5,4,4,3,3,5,4,3,4,4,4,3,6,5,2,2,2,1,5,5,3,2,3,6,1,19,white European,Psychology,8,2,1,2,3,1,49.183807373047,-121.90460205078,-1,
R_1H6QklGij06YzEX,Default Response Set,Anonymous,,,173.180.46.84,0,2018-03-21 16:00:46,2018-03-21 16:19:23,1,87087,1,80,1,6,5,3,2,5,3,3,2,4,7,1,2,3,2,5,4,5,1,4,1,5,1,4,3,1,3,6,5,3,1,5,3,4,4,4,3,5,2,5,2,3,5,2,2,4,5,4,4,4,2,1,2,2,5,4,6,6,7,5,5,3,6,2,5,4,4,5,6,7,2,6,2,2,4,3,5,2,2,3,2,2,4,4,3,4,4,3,4,2,5,4,4,3,4,3,3,2,2,5,5,4,3,5,3,4,5,4,5,3,4,1,20,White,Economics,8,3,5,3,1,1,49.274002075195,-123.0074005127,-1,
R_OwJMnol31LRRe6J,Default Response Set,Anonymous,,,174.6.73.58,0,2018-03-21 16:53:43,2018-03-21 17:12:45,1,22095,1,20,1,6,6,2,1,5,2,3,2,1,6,2,6,2,1,6,4,2,6,6,2,5,3,6,2,2,1,2,1,6,2,6,6,6,2,2,6,7,1,2,1,3,2,6,6,5,5,6,4,3,3,1,2,5,4,5,6,6,5,6,5,1,7,5,4,3,7,7,1,4,6,7,6,6,7,1,5,1,2,5,5,2,7,1,4,3,2,5,4,3,5,4,5,5,4,3,3,3,3,7,6,3,2,5,2,2,7,4,6,6,4,1,20,south asian,political science,,5,5,5,2,1,49.264007568359,-122.93690490723,-1,
R_3Jq1gWGVDrNF303,Default Response Set,Anonymous,,,154.20.27.8,0,2018-03-21 18:37:52,2018-03-21 18:55:46,1,92879,1,50,1,6,7,2,3,6,2,3,4,2,6,2,4,4,2,6,2,4,3,2,4,5,2,2,3,4,2,4,3,4,2,5,5,6,3,2,4,2,3,2,2,4,3,2,4,4,3,6,4,6,4,1,3,4,3,3,5,4,4,5,4,4,5,3,4,6,3,5,3,3,5,3,3,3,3,5,6,4,2,4,2,2,5,4,3,5,3,4,4,4,3,3,4,4,3,4,3,3,3,5,5,1,1,2,2,7,5,4,6,3,4,2,18,Filipino,Earth science ,6,3,3,2,1,1,49.194793701172,-122.81309509277,-1,
R_1hLswlr5gMIhEw2,Default Response Set,Anonymous,,,70.71.75.11,0,2018-03-21 21:55:03,2018-03-21 22:15:44,1,16088,1,81,1,6,2,1,7,4,5,5,2,2,4,1,2,4,4,3,3,4,2,5,2,4,2,3,2,2,6,4,4,5,4,4,4,3,4,3,5,6,2,6,2,3,6,4,4,5,4,3,3,3,4,1,4,4,3,4,6,6,6,2,6,6,6,3,6,6,6,6,6,6,5,4,7,6,4,6,4,5,1,4,5,3,5,4,4,4,4,4,5,1,4,4,5,4,4,3,3,3,3,4,5,5,3,5,6,4,4,4,4,4,4,1,19,chinese,cmpt,,8,8,8,4,1,49.0791015625,-122.7552947998,-1,
